File,Formula,Energy,Bandgap,Application,Type,Space_Group,Stability,E_Above_Hull,Is_Viable,Decomposition
CdS2N_id1854_Final_E-3.60.cif,CdS2N,-3.6,0.0,Metal (Conductor),Metal,Pca2_1 (29),Unstable,1.2776,False,"CdS2 (0.75), N2 (0.25)"
BP2_id1000_Final_E-4.81.cif,BP2,-4.81,0.0,Metal (Conductor),Metal,F-43m (216),Unstable,1.297,False,"BP (0.67), P (0.33)"
InSn16Ge3_id694_Final_E-2.73.cif,InSn16Ge3,-2.73,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.3087,False,"In (0.05), Sn (0.80), Ge (0.15)"
LiP2SeO17_id1141_Final_E-4.69.cif,LiP2SeO17,-4.69,0.0,Metal (Conductor),Metal,P2_1 (4),Unstable,1.3088,False,"Se2O5 (0.17), LiPO3 (0.24), P2O5 (0.17), O2 (0.43)"
AsO21_id1604_Final_E-3.87.cif,AsO21,-3.87,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.3131,False,"As2O5 (0.16), O2 (0.84)"
K7Ba7Na12_id21_Final_E-0.12.cif,K7Ba7Na12,-0.12,0.0,Metal (Conductor),Metal,Pm-3 (200),Unstable,1.3173,False,"BaNa (0.54), K (0.27), Na (0.19)"
C(SO9)2_id435_Final_E-4.61.cif,C(SO9)2,-4.61,0.0,Metal (Conductor),Metal,Pm (6),Unstable,1.3182,False,"CO2 (0.14), SO3 (0.38), O2 (0.48)"
Mg13In2_id87_Final_E-0.47.cif,Mg13In2,-0.47,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.3411,False,"Mg149In (0.48), Mg3In (0.52)"
Ba3Ca3Mg_id136_Final_E-0.59.cif,Ba3Ca3Mg,-0.59,0.0,Metal (Conductor),Metal,Fm-3m (225),Unstable,1.3433,False,"CaMg2 (0.21), Ba (0.43), Ca (0.36)"
BaNO_id3332_Final_E-5.60.cif,BaNO,-5.6,0.0,Metal (Conductor),Metal,P4_2/mmc (131),Unstable,1.3502,False,"N2 (0.33), BaO (0.67)"
Li2Be5(Al2B)2_id2986_Final_E-2.65.cif,Li2Be5(Al2B)2,-2.65,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.3512,False,"LiAl3 (0.41), LiB3 (0.21), Be (0.38)"
K2Ba2Na11As4_id1841_Final_E-1.11.cif,K2Ba2Na11As4,-1.11,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.3767,False,"Na3As (0.57), Ba20As13 (0.17), K (0.11), Na (0.15)"
KS_id2433_Final_E-2.43.cif,KS,-2.43,0.0,Metal (Conductor),Metal,I4_132 (214),Unstable,1.3768,False,KS (1.00)
MgSbO4_id2184_Final_E-5.06.cif,MgSbO4,-5.06,0.0,Metal (Conductor),Metal,Cmmm (65),Unstable,1.3775,False,"Mg4Sb2O9 (0.42), Mg(SbO3)2 (0.50), O2 (0.08)"
BeAl2(SN)2_id1608_Final_E-5.05.cif,BeAl2(SN)2,-5.05,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.4188,False,"Al2S3 (0.24), AlN (0.38), N2 (0.10), BeS (0.29)"
Ba(AlS)2_id1912_Final_E-3.54.cif,Ba(AlS)2,-3.54,0.0,Metal (Conductor),Metal,Pn-3m (224),Unstable,1.4371,False,"Ba(AlS2)2 (0.47), Al (0.27), BaS (0.27)"
Li7Zn2O9_id15_Final_E-3.60.cif,Li7Zn2O9,-3.6,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.4378,False,"Li2O2 (0.78), ZnO (0.22)"
Ti2O45_id2832_Final_E-4.08.cif,Ti2O45,-4.08,0.0,Metal (Conductor),Metal,P2/c (13),Unstable,1.4404,False,"TiO2 (0.13), O2 (0.87)"
Si2PSeS_id2583_Final_E-3.92.cif,Si2PSeS,-3.92,0.0,Metal (Conductor),Metal,P2/m (10),Unstable,1.4464,False,"SiSe2 (0.30), SiP (0.40), SiS2 (0.30)"
PO3_id393_Final_E-5.75.cif,PO3,-5.75,0.0,Metal (Conductor),Metal,P-62m (189),Unstable,1.4483,False,"P2O5 (0.88), O2 (0.12)"
Mg2Cd2In2Sn3_id1467_Final_E-1.12_REFINED_P6_3mc.cif,Mg2Cd2In2Sn3,-1.12,0.0,Metal (Conductor),Metal,P6_3mc (186),Unstable,1.4511,False,"Mg2Sn (0.33), Sn (0.22), In (0.22), Cd (0.22)"
K5NaInO6_id713_Final_E-3.09.cif,K5NaInO6,-3.09,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.4591,False,"K2O2 (0.46), K2Na3InO4 (0.17), K14In4O13 (0.26), NaInO2 (0.10)"
Mg3Cd2(Se3S)3_id218_Final_E-2.41.cif,Mg3Cd2(Se3S)3,-2.41,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.4596,False,"CdSe2 (0.10), MgSe2 (0.53), CdSe (0.17), SeS7 (0.20)"
ScSiO19_id923_Final_E-4.52.cif,ScSiO19,-4.52,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.4614,False,"Sc2Si2O7 (0.26), O2 (0.74)"
Be(NO4)2_id2775_Final_E-5.00_REFINED_P2.cif,Be(NO4)2,-5.0,0.0,Metal (Conductor),Metal,P2 (3),Unstable,1.463,False,"NO3 (0.18), Be4N6O19 (0.66), O2 (0.16)"
SnO8_id2712_Final_E-4.06.cif,SnO8,-4.06,0.0,Metal (Conductor),Metal,Fm-3m (225),Unstable,1.4862,False,"SnO2 (0.33), O2 (0.67)"
Ca2TiSN2_id413_Final_E-5.79.cif,Ca2TiSN2,-5.79,0.0,Metal (Conductor),Metal,I4_122 (98),Unstable,1.4874,False,"CaTiN2 (0.67), CaS (0.33)"
Cd3CO10_id128_Final_E-3.91.cif,Cd3CO10,-3.91,0.0,Metal (Conductor),Metal,R32 (155),Unstable,1.5007,False,"CdCO3 (0.36), O2 (0.36), CdO (0.29)"
B2PC8_id2556_Final_E-6.99.cif,B2PC8,-6.99,0.0,Metal (Conductor),Metal,I222 (23),Unstable,1.5245,False,"B6P (0.13), BP (0.15), C (0.73)"
Mg(InTe2)2_id3140_Final_E-1.98.cif,Mg(InTe2)2,-1.98,0.0,Metal (Conductor),Metal,Pmmn (59),Unstable,1.5562,False,Mg(InTe2)2 (1.00)
BaCdSO7_id2109_Final_E-4.50.cif,BaCdSO7,-4.5,0.0,Metal (Conductor),Metal,Pm (6),Unstable,1.5587,False,"CdO (0.20), O2 (0.20), BaSO4 (0.60)"
KBO32_id299_Final_E-3.63.cif,KBO32,-3.63,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.5677,False,"KBO2 (0.12), O2 (0.88)"
LiAl(GaN)2_id2497_Final_E-4.00.cif,LiAl(GaN)2,-4.0,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.5828,False,"AlN (0.33), LiGa (0.33), GaN (0.33)"
Na24B(PO)12_id885_Final_E-3.16.cif,Na24B(PO)12,-3.16,0.0,Metal (Conductor),Metal,I432 (211),Unstable,1.5906,False,"Na3BO3 (0.14), Na3P (0.18), NaP (0.31), Na3PO4 (0.37)"
KIn(SeO4)2_id2942_Final_E-4.11.cif,KIn(SeO4)2,-4.11,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,1.5932,False,"K2SeO4 (0.29), In2(SeO4)3 (0.71)"
Mg3ZnN_id2288_Final_E-1.78.cif,Mg3ZnN,-1.78,0.0,Metal (Conductor),Metal,Pm-3m (221),Unstable,1.5982,False,"Mg21Zn25 (0.37), Mg149Zn (0.13), Mg3N2 (0.50)"
Ca2Si2C15_id2917_Final_E-6.57.cif,Ca2Si2C15,-6.57,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.6039,False,"CaSi (0.21), C (0.79)"
As4SO10_id1003_Final_E-4.86.cif,As4SO10,-4.86,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.6045,False,"As2SO6 (0.60), As2O3 (0.17), As2O5 (0.23)"
BaSeO4_id2687_Final_E-4.74.cif,BaSeO4,-4.74,0.0,Metal (Conductor),Metal,Pnnn (48),Unstable,1.6173,False,BaSeO4 (1.00)
KSO_id1294_Final_E-3.56.cif,KSO,-3.56,0.0,Metal (Conductor),Metal,P-3m1 (164),Unstable,1.6221,False,"K2S3 (0.42), K2SO4 (0.58)"
LiCaMg2S_id3024_Final_E-1.62.cif,LiCaMg2S,-1.62,0.0,Metal (Conductor),Metal,P4mm (99),Unstable,1.6247,False,"LiMg2 (0.60), CaS (0.40)"
BaLiGeO3_id2409_Final_E-4.78.cif,BaLiGeO3,-4.78,0.0,Metal (Conductor),Metal,P-6m2 (187),Unstable,1.6305,False,"Li4GeO4 (0.38), Ba2GeO4 (0.58), Ge (0.04)"
BaSc4O29_id683_Final_E-4.73.cif,BaSc4O29,-4.73,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.6537,False,"BaO10 (0.32), Sc2O3 (0.29), O2 (0.38)"
InO20_id2609_Final_E-3.42.cif,InO20,-3.42,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.6611,False,"In2O3 (0.12), O2 (0.88)"
KBeO2_id555_Final_E-4.20.cif,KBeO2,-4.2,0.0,Metal (Conductor),Metal,Fm-3m (225),Unstable,1.6856,False,"K2O2 (0.50), BeO (0.50)"
GeSe3O2_id686_Final_E-3.50.cif,GeSe3O2,-3.5,0.0,Metal (Conductor),Metal,Pmc2_1 (26),Unstable,1.7063,False,"Se (0.50), GeO2 (0.50)"
K9GeO13_id3158_Final_E-3.10.cif,K9GeO13,-3.1,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.7277,False,"K4GeO4 (0.39), K2O2 (0.09), KO2 (0.52)"
Ti3Be11ZnB6_id451_Final_E-3.76.cif,Ti3Be11ZnB6,-3.76,0.0,Metal (Conductor),Metal,Pm (6),Unstable,1.7475,False,"TiB2 (0.43), Zn (0.05), Be (0.52)"
Ba2S2N2O17_id2672_Final_E-4.75.cif,Ba2S2N2O17,-4.75,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.7744,False,"BaS4O13 (0.26), Ba(NO3)2 (0.39), BaSO4 (0.17), O2 (0.17)"
CaO6_id1740_Final_E-3.68_REFINED_Cm.cif,CaO6,-3.68,0.0,Metal (Conductor),Metal,Cm (8),Unstable,1.7933,False,"CaO2 (0.43), O2 (0.57)"
Li2Be3PN2_id226_Final_E-3.82.cif,Li2Be3PN2,-3.82,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.8211,False,"LiP (0.12), Li3P (0.25), Be3N2 (0.62)"
BaAs5O8_id2600_Final_E-4.68_REFINED_P2.cif,BaAs5O8,-4.68,0.0,Metal (Conductor),Metal,P2 (3),Unstable,1.8354,False,"Ba2As6O11 (0.68), As2O3 (0.30), As (0.02)"
LiSO11_id1792_Final_E-3.70_REFINED_P2.cif,LiSO11,-3.7,0.0,Metal (Conductor),Metal,P2 (3),Unstable,1.8386,False,"Li2S2O7 (0.42), O2 (0.58)"
Sc2Cd2Sn_id834_Final_E-2.28.cif,Sc2Cd2Sn,-2.28,0.0,Metal (Conductor),Metal,P4mm (99),Unstable,1.8521,False,"ScCd3 (0.53), Sc5Sn3 (0.15), Sc6Sn5 (0.31)"
BaO2_id1807_Final_E-4.22.cif,BaO2,-4.22,0.0,Metal (Conductor),Metal,P-6m2 (187),Unstable,1.8885,False,BaO2 (1.00)
NaLi8Cd2O3_id1175_Final_E-1.86.cif,NaLi8Cd2O3,-1.86,0.0,Metal (Conductor),Metal,Iba2 (45),Unstable,1.9144,False,"LiCd (0.29), Li2O (0.64), Na (0.07)"
K3Sr6Mg2O6_id3030_Final_E-2.99.cif,K3Sr6Mg2O6,-2.99,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.9179,False,"SrO (0.63), SrMg2 (0.12), K (0.18), MgO (0.08)"
P3NO5_id126_Final_E-5.56.cif,P3NO5,-5.56,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.9308,False,"PNO (0.33), P2O5 (0.62), P (0.04)"
AlNO_id3146_Final_E-6.00.cif,AlNO,-6.0,0.0,Metal (Conductor),Metal,Pca2_1 (29),Unstable,1.9324,False,"AlN (0.22), Al2O3 (0.56), N2 (0.22)"
Ge(B2N)2_id731_Final_E-5.75_REFINED_P-1.cif,Ge(B2N)2,-5.75,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,1.9442,False,"BN (0.57), Ge (0.14), B (0.29)"
ScSi2_id782_Final_E-4.28.cif,ScSi2,-4.28,0.0,Metal (Conductor),Metal,Pn-3m (224),Unstable,1.982,False,"ScSi (0.67), Si (0.33)"
Ti3Zn5O2_id2831_Final_E-3.25.cif,Ti3Zn5O2,-3.25,0.0,Metal (Conductor),Metal,P1 (1),Unstable,1.9913,False,"Ti3Zn22 (0.38), TiZn3 (0.22), TiO (0.40)"
Li24Zn13Te12_id1453_Final_E-0.89.cif,Li24Zn13Te12,-0.89,0.0,Metal (Conductor),Metal,I23 (197),Unstable,2.0145,False,"Li2Te (0.73), Zn (0.27)"
Mg4AlInTe3_id1758_Final_E-1.19.cif,Mg4AlInTe3,-1.19,0.0,Metal (Conductor),Metal,P4mm (99),Unstable,2.0364,False,"MgTe (0.67), MgIn (0.22), Al (0.11)"
LiAs24_id263_Final_E-2.53.cif,LiAs24,-2.53,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.058,False,"LiAs (0.08), As (0.92)"
BaNa(SO45)2_id926_Final_E-3.08.cif,BaNa(SO45)2,-3.08,0.0,Metal (Conductor),Metal,P-3 (147),Unstable,2.0733,False,"Na2S2O7 (0.06), O2 (0.88), BaSO4 (0.06)"
Zn3CdGaO13_id19_Final_E-3.00.cif,Zn3CdGaO13,-3.0,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.0754,False,"ZnO (0.28), CdO (0.11), Zn(GaO2)2 (0.19), O2 (0.42)"
InSe(N2O5)2_id3075_Final_E-4.42.cif,InSe(N2O5)2,-4.42,0.0,Metal (Conductor),Metal,Pm (6),Unstable,2.1114,False,"In2Se2O7 (0.34), N2 (0.05), NO2 (0.61)"
NaPN2_id3352_Final_E-4.53.cif,NaPN2,-4.53,0.0,Metal (Conductor),Metal,I4_122 (98),Unstable,2.1359,False,NaPN2 (1.00)
Mg2Ti2CO2_id474_Final_E-5.30.cif,Mg2Ti2CO2,-5.3,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.1656,False,"Ti2C (0.43), MgO (0.57)"
KLiNO_id1464_Final_E-3.14.cif,KLiNO,-3.14,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.177,False,"K2O (0.38), Li2O (0.38), N2 (0.25)"
BaCa2(NO6)2_id1766_Final_E-4.25.cif,BaCa2(NO6)2,-4.25,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.1931,False,"CaO2 (0.35), Ba(NO3)2 (0.53), O2 (0.12)"
As2P4NO7_id42_Final_E-4.82_REFINED_P2_12_12_1.cif,As2P4NO7,-4.82,0.0,Metal (Conductor),Metal,P2_12_12_1 (19),Unstable,2.2424,False,"P2O5 (0.60), PNO (0.21), As (0.14), P (0.04)"
Li4TiTeSe_id2865_Final_E-2.03_REFINED_P2_c.cif,Li4TiTeSe,-2.03,0.0,Metal (Conductor),Metal,P2/c (13),Unstable,2.2497,False,"Li2Se (0.43), Li2Te (0.43), Ti (0.14)"
Ti7GaO6_id1510_Final_E-6.59.cif,Ti7GaO6,-6.59,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.2545,False,"TiGa (0.14), TiO (0.86)"
BaSr2NO2_id1642_Final_E-3.86.cif,BaSr2NO2,-3.86,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.3262,False,"Ba2N (0.17), BaN2 (0.17), SrO (0.67)"
TiB5C14N_id3134_Final_E-6.49.cif,TiB5C14N,-6.49,0.0,Metal (Conductor),Metal,P2_12_12_1 (19),Unstable,2.3277,False,"B4C (0.12), TiB2 (0.14), BN (0.10), C (0.64)"
Cd6Ga2(GeN2)3_id2272_Final_E-2.35.cif,Cd6Ga2(GeN2)3,-2.35,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.3467,False,"Cd (0.35), GaN (0.24), Ge3N4 (0.41)"
As5Se2_id974_Final_E-2.17.cif,As5Se2,-2.17,0.0,Metal (Conductor),Metal,I4_1/amd (141),Unstable,2.3479,False,"As2Se3 (0.48), As (0.52)"
Ba2Sn(NO)2_id2613_Final_E-4.24_REFINED_Pc.cif,Ba2Sn(NO)2,-4.24,0.0,Metal (Conductor),Metal,Pc (7),Unstable,2.3619,False,"Ba2SnO4 (0.50), BaN2 (0.43), Sn (0.07)"
KO4_id1655_Final_E-2.37.cif,KO4,-2.37,0.0,Metal (Conductor),Metal,P4_2/mbc (135),Unstable,2.4028,False,"KO2 (0.60), O2 (0.40)"
Ca4C7N3_id2002_Final_E-5.08_REFINED_Cm.cif,Ca4C7N3,-5.08,0.0,Metal (Conductor),Metal,Cm (8),Unstable,2.4108,False,"Ca2N (0.36), CaCN2 (0.19), C (0.45)"
Ba2LiS2O3_id3099_Final_E-3.62.cif,Ba2LiS2O3,-3.62,0.0,Metal (Conductor),Metal,P6_222 (180),Unstable,2.4445,False,"BaS (0.34), Li2O (0.19), BaSO4 (0.47)"
NaAl(C3O2)2_id2570_Final_E-5.63.cif,NaAl(C3O2)2,-5.63,0.0,Metal (Conductor),Metal,Cmmm (65),Unstable,2.5101,False,"CO2 (0.12), Na2CO3 (0.25), Al2O3 (0.21), C (0.42)"
CaSiO5_id1863_Final_E-4.47.cif,CaSiO5,-4.47,0.0,Metal (Conductor),Metal,Pm (6),Unstable,2.5887,False,"CaSiO3 (0.71), O2 (0.29)"
KTe2(NO2)4_id3185_Final_E-3.86.cif,KTe2(NO2)4,-3.86,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.6372,False,"KNO3 (0.33), TeO2 (0.40), N2 (0.17), NO2 (0.10)"
LiBO_id2740_Final_E-3.86.cif,LiBO,-3.86,0.0,Metal (Conductor),Metal,P4_2/mmc (131),Unstable,2.6556,False,"LiB3 (0.10), B6O (0.18), Li3BO3 (0.72)"
LiTi2(GaO5)2_id2181_Final_E-4.64.cif,LiTi2(GaO5)2,-4.64,0.0,Metal (Conductor),Metal,C222_1 (20),Unstable,2.6596,False,"LiGa5O8 (0.31), LiO8 (0.20), LiGaO2 (0.09), TiO2 (0.40)"
Sc4Ti3Zn8Ga3_id1825_Final_E-1.45.cif,Sc4Ti3Zn8Ga3,-1.45,0.0,Metal (Conductor),Metal,I-43d (220),Unstable,2.7259,False,"ScZn2 (0.67), TiGa (0.33)"
LiTi2(BeIn2)2_id1262_Final_E-1.45.cif,LiTi2(BeIn2)2,-1.45,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.7339,False,"LiIn3 (0.27), Ti2Be17 (0.25), TiIn (0.39), LiIn (0.08)"
Zn3In2(GaO2)2_id589_Final_E-1.79_REFINED_Pm.cif,Zn3In2(GaO2)2,-1.79,0.0,Metal (Conductor),Metal,Pm (6),Unstable,2.789,False,"Zn(GaO2)2 (0.64), Zn (0.18), In (0.18)"
MgP_id2518_Final_E-1.24.cif,MgP,-1.24,0.0,Metal (Conductor),Metal,P4/mmm (123),Unstable,2.8433,False,"MgP4 (0.25), Mg3P2 (0.75)"
Li6MgNO16_id1659_Final_E-2.57.cif,Li6MgNO16,-2.57,0.0,Metal (Conductor),Metal,Pmn2_1 (31),Unstable,2.8735,False,"LiO8 (0.37), Li2O2 (0.33), LiNO3 (0.21), MgO (0.08)"
Li3Si2_id2081_Final_E-0.65.cif,Li3Si2,-0.65,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.8747,False,"Li7Si3 (0.86), Si (0.14)"
NO42_id2043_Final_E-2.17.cif,NO42,-2.17,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.9092,False,"NO3 (0.09), O2 (0.91)"
Sr2N8O17_id1446_Final_E-4.03.cif,Sr2N8O17,-4.03,0.0,Metal (Conductor),Metal,P1 (1),Unstable,2.9193,False,"NO2 (0.28), Sr(NO3)2 (0.67), N2 (0.06)"
BaN20_id2964_Final_E-5.21.cif,BaN20,-5.21,0.0,Metal (Conductor),Metal,Pm (6),Unstable,2.9285,False,"BaN2 (0.14), N2 (0.86)"
BeBO2_id1673_Final_E-4.86.cif,BeBO2,-4.86,0.0,Metal (Conductor),Metal,P6_222 (180),Unstable,2.9512,False,"B6O (0.11), B2O3 (0.39), BeO (0.50)"
Ge2N5O11_id953_Final_E-3.99_REFINED_P-4c2.cif,Ge2N5O11,-3.99,0.0,Metal (Conductor),Metal,P-4c2 (116),Unstable,2.9558,False,"NO2 (0.58), N2 (0.08), GeO2 (0.33)"
LiMg4(ScAl)2_id237_Final_E-0.38.cif,LiMg4(ScAl)2,-0.38,0.0,Metal (Conductor),Metal,P1 (1),Unstable,3.0065,False,"LiMg2 (0.33), LiMg149 (0.23), ScAl (0.44)"
KSO40_id1698_Final_E-2.10.cif,KSO40,-2.1,0.0,Metal (Conductor),Metal,P1 (1),Unstable,3.0148,False,"K2S2O7 (0.13), O2 (0.87)"
BaInO24_id1410_Final_E-2.13.cif,BaInO24,-2.13,0.0,Metal (Conductor),Metal,P1 (1),Unstable,3.0635,False,"BaO10 (0.42), In2O3 (0.10), O2 (0.48)"
Ba7Ca2N20_id1129_Final_E-3.81.cif,Ba7Ca2N20,-3.81,0.0,Metal (Conductor),Metal,P1 (1),Unstable,3.2396,False,"BaN2 (0.72), CaN2 (0.21), N2 (0.07)"
CaCNO6_id1398_Final_E-3.99.cif,CaCNO6,-3.99,0.0,Metal (Conductor),Metal,P1 (1),Unstable,3.2862,False,"CaCO3 (0.28), Ca(NO3)2 (0.50), CO2 (0.17), O2 (0.06)"
Sr2Cd(As3P)6_id2807_Final_E-1.33_REFINED_P31m.cif,Sr2Cd(As3P)6,-1.33,0.0,Metal (Conductor),Metal,P31m (157),Unstable,3.3413,False,"Sr3P14 (0.19), SrP3 (0.09), Sr(CdAs)2 (0.09), As (0.63)"
TiO19_id2278_Final_E-2.05.cif,TiO19,-2.05,0.0,Metal (Conductor),Metal,Pm (6),Unstable,3.5706,False,"TiO2 (0.15), O2 (0.85)"
TeSeO2_id1605_Final_E-1.61.cif,TeSeO2,-1.61,0.0,Metal (Conductor),Metal,Fd-3m (227),Unstable,3.6516,False,"TeSeO4 (0.50), TeSe2 (0.25), TeO2 (0.25)"
TiPO8_id3377_Final_E-3.48.cif,TiPO8,-3.48,0.0,Metal (Conductor),Metal,P1 (1),Unstable,3.8171,False,"Ti5(PO5)4 (0.48), TiP2O7 (0.17), O2 (0.35)"
KC14_id1243_Final_E-4.81.cif,KC14,-4.81,0.0,Metal (Conductor),Metal,P1 (1),Unstable,3.8957,False,"KC8 (0.60), C (0.40)"
CN3_id3265_Final_E-4.57.cif,CN3,-4.57,0.0,Metal (Conductor),Metal,Fm-3m (225),Unstable,3.9895,False,"N2 (0.75), C (0.25)"
SrTiC2_id2125_Final_E-3.42.cif,SrTiC2,-3.42,0.0,Metal (Conductor),Metal,I4_1/amd (141),Unstable,4.0073,False,"TiC (0.50), Sr (0.21), SrC6 (0.29)"
Mg3Sn2(SO2)2_id506_Final_E-1.84.cif,Mg3Sn2(SO2)2,-1.84,0.0,Metal (Conductor),Metal,P-42_1m (113),Unstable,4.0593,False,"SnS (0.18), SnS2 (0.14), Mg2SnO4 (0.32), MgO (0.36)"
TiO2_id269_Final_E-5.30.cif,TiO2,-5.3,0.0,Metal (Conductor),Metal,Pm (6),Unstable,4.1321,False,TiO2 (1.00)
AsO_id2668_Final_E-1.99.cif,AsO,-1.99,0.0,Metal (Conductor),Metal,P4_32_12 (96),Unstable,4.1711,False,"As2O3 (0.83), As (0.17)"
MgZn4GaO8_id2402_Final_E-1.18.cif,MgZn4GaO8,-1.18,0.0,Metal (Conductor),Metal,Pmmn (59),Unstable,4.2138,False,"Zn(GaO2)2 (0.25), ZnO (0.50), O2 (0.11), MgO (0.14)"
Ba4O9_id2120_Final_E-1.45_REFINED_C2_c.cif,Ba4O9,-1.45,0.0,Metal (Conductor),Metal,C2/c (15),Unstable,4.5702,False,"BaO10 (0.11), BaO2 (0.89)"
BaB2N12O23_id531_Final_E-2.29.cif,BaB2N12O23,-2.29,0.0,Metal (Conductor),Metal,P1 (1),Unstable,4.8636,False,"Ba(NO3)2 (0.24), B2O3 (0.13), N2 (0.08), NO2 (0.55)"
Sr3B(NO)18_id955_Final_E-2.19.cif,Sr3B(NO)18,-2.19,0.0,Metal (Conductor),Metal,Pm (6),Unstable,5.2733,False,"Sr(BO2)2 (0.01), Sr4B14O25 (0.07), Sr(NO3)2 (0.61), N2 (0.32)"
Ti2O5_id1633_Final_E-3.27.cif,Ti2O5,-3.27,0.0,Metal (Conductor),Metal,Cm (8),Unstable,5.5215,False,"TiO2 (0.86), O2 (0.14)"
CNO_id634_Final_E-2.67.cif,CNO,-2.67,0.0,Metal (Conductor),Metal,P-6m2 (187),Unstable,5.7191,False,"CO2 (0.50), C (0.17), N2 (0.33)"
B8C13_id1028_Final_E-2.41.cif,B8C13,-2.41,0.0,Metal (Conductor),Metal,P1 (1),Unstable,5.8953,False,"B4C (0.48), C (0.52)"
Sc9(SO32)2_id3272_Final_E-0.55.cif,Sc9(SO32)2,-0.55,0.0,Metal (Conductor),Metal,P31m (157),Unstable,5.9465,False,"Sc2O3 (0.26), Sc2(SO4)3 (0.15), O2 (0.59)"
Sc3Ti9O11_id499_Final_E-3.10.cif,Sc3Ti9O11,-3.1,0.0,Metal (Conductor),Metal,P1 (1),Unstable,6.1513,False,"TiO (0.35), Ti2O (0.33), Sc2O3 (0.33)"
BaAs6_id1686_Final_E-4.75.cif,BaAs6,-4.75,0.0,Metal (Conductor),Metal,P1 (1),Unstable,999.9,False,"Ba3As14 (0.81), As (0.19)"
CaN30_id761_Final_E-8.25.cif,CaN30,-8.25,0.0,Metal (Conductor),Metal,R-3 (148),Unstable,999.9,False,"CaN2 (0.10), N2 (0.90)"
K3Na5CaSe6_id2554_Final_E-3.65.cif,K3Na5CaSe6,-3.65,0.0,Metal (Conductor),Metal,P1 (1),Unstable,999.9,False,"KSe (0.27), Na2Se (0.40), KNaSe (0.20), CaSe (0.13)"
K4Te_id1455_Final_E-2.27.cif,K4Te,-2.27,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,999.9,False,"K2Te (0.60), K (0.40)"
KCd(Te2Se)2_id1806_Final_E-3.34.cif,KCd(Te2Se)2,-3.34,0.0,Metal (Conductor),Metal,P1 (1),Unstable,999.9,False,"TeSe2 (0.19), K2Te3 (0.31), CdTe (0.25), TeSe (0.25)"
KInSbSe8_id1343_Final_E-3.98.cif,KInSbSe8,-3.98,0.0,Metal (Conductor),Metal,Pmmm (47),Unstable,999.9,False,"KSe3 (0.36), In2Se3 (0.23), Se (0.18), Sb2Se3 (0.23)"
LiZn4_id1101_Final_E-1.56.cif,LiZn4,-1.56,0.0,Metal (Conductor),Metal,P4_2/nmc (137),Unstable,999.9,False,"LiZn3 (0.80), Zn (0.20)"
MgZnGa2S13_id1157_Final_E-4.36_REFINED_P2_1.cif,MgZnGa2S13,-4.36,0.0,Metal (Conductor),Metal,P2_1 (4),Unstable,999.9,False,"Zn(GaS2)2 (0.41), S (0.41), MgS2 (0.18)"
NaIn5_id3062_Final_E-2.61.cif,NaIn5,-2.61,0.0,Metal (Conductor),Metal,I4/mmm (139),Unstable,999.9,False,"NaIn3 (0.67), In (0.33)"
Na4SrLiIn_id1271_Final_E-2.03.cif,Na4SrLiIn,-2.03,0.0,Metal (Conductor),Metal,I-4m2 (119),Unstable,999.9,False,"Li13In3 (0.18), Sr28In11 (0.08), SrIn (0.18), Na (0.57)"
