file_name,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms,harvest_mode
LiScGaSi2_id2801_E-4.25.cif,LiScGaSi2,-4.2487,0.0,Metal,P6_1,169,30,THERMAL
Na(SiSe2)2_id4320_E-4.25.cif,Na(SiSe2)2,-4.2485,2.513,Semiconductor,P-42m,111,7,THERMAL
GaSiGeP_id3613_E-4.24.cif,GaSiGeP,-4.2444,0.0,Metal,I-4m2,119,8,THERMAL
Ge_id741_E-4.24.cif,Ge,-4.2444,0.0,Metal,Cmme,67,20,THERMAL
Sb2TeAs8_id286_E-4.24.cif,Sb2TeAs8,-4.2437,0.0,Metal,C2/c,15,44,THERMAL
GeO8_id311_E-4.24.cif,GeO8,-4.2436,3.047,Semiconductor,Fm-3m,225,36,THERMAL
ZnGa2SO13_id3925_E-4.24.cif,ZnGa2SO13,-4.2434,0.752,Semiconductor,P6_322,182,34,THERMAL
SrGeTe2S_id898_E-4.24.cif,SrGeTe2S,-4.2429,1.28,Semiconductor,Ibca,73,40,THERMAL
K2ScSn3(TeN)4_id1620_E-4.24.cif,K2ScSn3(TeN)4,-4.2429,1.558,Semiconductor,P6_3/mcm,193,28,THERMAL
Li2Si(AsP)2_id2828_E-4.24.cif,Li2Si(AsP)2,-4.2424,0.0,Metal,Pccm,49,14,THERMAL
Li2Sc13Zn_id1576_E-4.24.cif,Li2Sc13Zn,-4.2422,0.0,Metal,P6/mmm,191,16,THERMAL
SiGe_id4781_E-4.24.cif,SiGe,-4.2402,0.0,Metal,P4_222,93,16,THERMAL
Mg4O5_id2589_E-4.24.cif,Mg4O5,-4.238,3.96,Insulator,P-4c2,116,18,THERMAL
LiIn(SeO2)2_id4675_E-4.24.cif,LiIn(SeO2)2,-4.238,1.055,Semiconductor,Pban,50,16,THERMAL
As_id3744_E-4.24.cif,As,-4.2369,0.477,Semiconductor,P2_12_12_1,19,24,THERMAL
LiSc2Ti2Be3Ga4GeCNO2_id3127_E-4.24.cif,LiSc2Ti2Be3Ga4GeCNO2,-4.2351,0.003,Metal,P1,1,51,THERMAL
Ga(SiB2)2_id2256_E-4.23.cif,Ga(SiB2)2,-4.2343,0.0,Metal,I4_1/a,88,28,THERMAL
BaSiSn(SeS2)2_id1869_E-4.23.cif,BaSiSn(SeS2)2,-4.2334,1.866,Semiconductor,P-42_1m,113,18,THERMAL
SrGa6(B2N)3_id1467_E-4.23.cif,SrGa6(B2N)3,-4.2288,3.022,Semiconductor,Im-3,204,32,THERMAL
MgSc16_id43_E-4.23.cif,MgSc16,-4.2282,0.0,Metal,P6/mmm,191,17,THERMAL
SnSbAs2_id4111_E-4.23.cif,SnSbAs2,-4.2273,0.0,Metal,P3_221,154,12,THERMAL
KGaAsSO_id2983_E-4.23.cif,KGaAsSO,-4.2267,1.087,Semiconductor,Pcc2,27,20,THERMAL
Ge4As3_id6_E-4.23.cif,Ge4As3,-4.2266,0.52,Semiconductor,I-42d,122,28,THERMAL
SrCa3Ge3As4_id667_E-4.23.cif,SrCa3Ge3As4,-4.2256,0.0,Metal,Pm-3n,223,22,THERMAL
KBaIn4SbO4_id1257_E-4.23.cif,KBaIn4SbO4,-4.2256,0.0,Metal,I222,23,22,THERMAL
Ga(GeSe2)2_id2003_E-4.23.cif,Ga(GeSe2)2,-4.2253,0.675,Semiconductor,P-4n2,118,14,THERMAL
SrInSe2_id4200_E-4.22.cif,SrInSe2,-4.2249,0.0,Metal,R-3m,166,12,THERMAL
LiAl3Se4_id4975_E-4.22.cif,LiAl3Se4,-4.2241,0.937,Semiconductor,I-42d,122,32,THERMAL
Li4SnGeAsO4_id1952_E-4.22.cif,Li4SnGeAsO4,-4.2231,1.943,Semiconductor,Fmm2,42,44,THERMAL
Na2As(PO2)2_id3112_E-4.22.cif,Na2As(PO2)2,-4.2226,1.613,Semiconductor,Pban,50,18,THERMAL
AlInSiGe2AsSe2S13_id486_E-4.22.cif,AlInSiGe2AsSe2S13,-4.2212,1.951,Semiconductor,P2_1,4,42,THERMAL
Li2Ti2SiO21_id2058_E-4.22.cif,Li2Ti2SiO21,-4.2204,1.371,Semiconductor,C2,5,52,THERMAL
KScTiSn2SN_id4152_E-4.22.cif,KScTiSn2SN,-4.2194,0.0,Metal,P4/nmm,129,14,THERMAL
Li2ScTe3N_id130_E-4.22.cif,Li2ScTe3N,-4.2174,1.396,Semiconductor,P2_1/m,11,14,THERMAL
K3Li2CaCd2In2B2P4(SeO11)2_id4780_E-4.21.cif,K3Li2CaCd2In2B2P4(SeO11)2,-4.2148,1.211,Semiconductor,P1,1,40,THERMAL
LiGe(AsP)2_id4534_E-4.21.cif,LiGe(AsP)2,-4.2139,1.082,Semiconductor,I4_122,98,24,THERMAL
PSeS6_id863_E-4.21.cif,PSeS6,-4.2136,1.803,Semiconductor,Pba2,32,16,THERMAL
LiAsO2_id4455_E-4.21.cif,LiAsO2,-4.2131,1.538,Semiconductor,I4_122,98,16,THERMAL
BaZn4SbO4_id1448_E-4.21.cif,BaZn4SbO4,-4.2118,1.008,Semiconductor,I4_1/a,88,40,THERMAL
Se(SO)2_id169_E-4.21.cif,Se(SO)2,-4.2102,2.647,Semiconductor,P3_221,154,15,THERMAL
Be2GeAs3_id854_E-4.21.cif,Be2GeAs3,-4.21,0.0,Metal,Pn-3m,224,12,THERMAL
SnS_id3260_E-4.21.cif,SnS,-4.2096,0.0,Metal,P4/mmm,123,8,THERMAL
K4BaO18_id520_E-4.21.cif,K4BaO18,-4.2083,3.522,Insulator,P6/mmm,191,23,THERMAL
BaNaCaO9_id3836_E-4.21.cif,BaNaCaO9,-4.2082,1.659,Semiconductor,P2_1/m,11,24,THERMAL
Ti4Cd(GaSn)2_id614_E-4.21.cif,Ti4Cd(GaSn)2,-4.208,0.0,Metal,I222,23,18,THERMAL
BaScSi_id4771_E-4.21.cif,BaScSi,-4.2079,0.0,Metal,Cmcm,63,24,THERMAL
BaPO8_id170_E-4.21.cif,BaPO8,-4.2063,1.347,Semiconductor,P2,3,20,THERMAL
NaSbS2_id4904_E-4.21.cif,NaSbS2,-4.2062,0.083,Semiconductor,I4_122,98,16,THERMAL
AsSeS_id4750_E-4.20.cif,AsSeS,-4.2049,1.429,Semiconductor,Pcc2,27,12,THERMAL
MgZn2O8_id1460_E-4.20.cif,MgZn2O8,-4.2046,1.596,Semiconductor,I422,97,22,THERMAL
Ca3O8_id981_E-4.20.cif,Ca3O8,-4.2001,1.836,Semiconductor,Pm-3m,221,44,THERMAL
SiGe(TeSe)2_id3967_E-4.20.cif,SiGe(TeSe)2,-4.1973,1.129,Semiconductor,P-42_1m,113,12,THERMAL
SiAs5P3Se_id488_E-4.19.cif,SiAs5P3Se,-4.194,0.263,Semiconductor,Pca2_1,29,40,THERMAL
SbAs2_id3097_E-4.19.cif,SbAs2,-4.1936,0.0,Metal,Amm2,38,12,THERMAL
Si3Sn4_id38_E-4.19.cif,Si3Sn4,-4.1927,0.0,Metal,I-43d,220,28,THERMAL
PO_id3068_E-4.19.cif,PO,-4.1924,0.908,Semiconductor,P4_3,78,16,THERMAL
ZnGeAsPO_id2138_E-4.19.cif,ZnGeAsPO,-4.1918,0.0,Metal,Pca2_1,29,20,THERMAL
CaSb3P_id748_E-4.19.cif,CaSb3P,-4.1917,0.0,Metal,Pm-3m,221,5,THERMAL
KSr6(SeO2)3_id1293_E-4.19.cif,KSr6(SeO2)3,-4.1909,0.0,Metal,P31m,157,16,THERMAL
LiS4_id3898_E-4.19.cif,LiS4,-4.19,2.184,Semiconductor,P-1,2,10,THERMAL
ScTi2BeGa6_id805_E-4.19.cif,ScTi2BeGa6,-4.1896,0.0,Metal,P4/mmm,123,10,THERMAL
BaLiGaSi6Ge_id1905_E-4.19.cif,BaLiGaSi6Ge,-4.189,0.0,Metal,P312,149,10,THERMAL
BaGe2Sb_id4171_E-4.19.cif,BaGe2Sb,-4.188,0.0,Metal,Immm,71,8,THERMAL
SrLi(AsO4)2_id1625_E-4.19.cif,SrLi(AsO4)2,-4.1876,3.707,Insulator,P-3m1,164,12,THERMAL
CaBe4(GeO)3_id4820_E-4.19.cif,CaBe4(GeO)3,-4.1862,0.0,Metal,Pm-3n,223,22,THERMAL
O2_id2385_E-4.19.cif,O2,-4.1859,3.338,Semiconductor,C222_1,20,24,THERMAL
InO6_id4757_E-4.19.cif,InO6,-4.1856,0.63,Semiconductor,P6/mmm,191,7,THERMAL
BaSi3GeAs_id4503_E-4.18.cif,BaSi3GeAs,-4.182,0.0,Metal,P-4n2,118,12,THERMAL
Li4O3_id3746_E-4.18.cif,Li4O3,-4.1797,3.226,Semiconductor,Fm-3m,225,56,THERMAL
Li11(NO2)4_id2821_E-4.18.cif,Li11(NO2)4,-4.1786,3.186,Semiconductor,C222,21,46,THERMAL
K5In3(Se2O7)2_id895_E-4.18.cif,K5In3(Se2O7)2,-4.1775,0.919,Semiconductor,P-1,2,26,THERMAL
LiSiAs3PO_id564_E-4.18.cif,LiSiAs3PO,-4.1751,0.806,Semiconductor,P6_522,179,42,THERMAL
SiSn2TeAs2_id300_E-4.17.cif,SiSn2TeAs2,-4.1734,0.0,Metal,C2/m,12,12,THERMAL
Al2Zn2GeS4_id2266_E-4.17.cif,Al2Zn2GeS4,-4.173,1.51,Semiconductor,P-42m,111,9,THERMAL
ScTeSe2_id3982_E-4.17.cif,ScTeSe2,-4.1729,1.518,Semiconductor,Pca2_1,29,16,THERMAL
GaP2_id3094_E-4.17.cif,GaP2,-4.1723,1.465,Semiconductor,P4_122,91,12,THERMAL
GaS_id1511_E-4.17.cif,GaS,-4.169,0.0,Metal,P6_522,179,12,THERMAL
NaLi4Ca2(PO8)2_id3215_E-4.17.cif,NaLi4Ca2(PO8)2,-4.1676,2.309,Semiconductor,Pnn2,34,50,THERMAL
LiAs3(SeS)3_id2957_E-4.17.cif,LiAs3(SeS)3,-4.1676,1.237,Semiconductor,P31c,159,20,THERMAL
CaGe4As_id691_E-4.17.cif,CaGe4As,-4.165,0.0,Metal,P-4n2,118,12,THERMAL
Sn2AsSe2_id1988_E-4.16.cif,Sn2AsSe2,-4.1644,0.0,Metal,Pnnn,48,20,THERMAL
Be(AlS)2_id3976_E-4.16.cif,Be(AlS)2,-4.1641,0.0,Metal,P4_12_12,92,20,THERMAL
BaSnO20_id3118_E-4.16.cif,BaSnO20,-4.1623,0.876,Semiconductor,P-3,147,22,THERMAL
Ti2BeC_id2542_E-4.16.cif,Ti2BeC,-4.162,1.747,Semiconductor,P4_2bc,106,32,THERMAL
Sr2SbS2_id617_E-4.16.cif,Sr2SbS2,-4.1619,1.237,Semiconductor,R-3m,166,15,THERMAL
Ba2O13_id74_E-4.16.cif,Ba2O13,-4.1617,0.525,Semiconductor,Pn-3,201,30,THERMAL
Sb2As_id4726_E-4.16.cif,Sb2As,-4.1591,0.0,Metal,I4_1/a,88,24,THERMAL
SiSb_id2244_E-4.16.cif,SiSb,-4.1573,0.604,Semiconductor,P4_132,213,16,THERMAL
CaGe2_id4439_E-4.16.cif,CaGe2,-4.1563,0.0,Metal,P6/mmm,191,6,THERMAL
LiTiO8_id4307_E-4.15.cif,LiTiO8,-4.155,1.736,Semiconductor,Pnma,62,40,THERMAL
B(TeO3)2_id2838_E-4.15.cif,B(TeO3)2,-4.1539,0.196,Semiconductor,Aea2,41,36,THERMAL
CaGaSi3_id58_E-4.15.cif,CaGaSi3,-4.1515,0.0,Metal,P6_3/mmc,194,10,THERMAL
Si_id3579_E-4.15.cif,Si,-4.151,0.464,Semiconductor,Cmce,64,36,THERMAL
AlSiGe3Sb_id20_E-4.15.cif,AlSiGe3Sb,-4.1508,0.0,Metal,P-4n2,118,12,THERMAL
Ge2TeAs_id2298_E-4.15.cif,Ge2TeAs,-4.1503,0.0,Metal,P4/mmm,123,4,THERMAL
GeSbTe2AsO4_id3962_E-4.15.cif,GeSbTe2AsO4,-4.1484,0.0,Metal,P2/m,10,9,THERMAL
NaLi4GaAsO2_id1697_E-4.15.cif,NaLi4GaAsO2,-4.1483,1.909,Semiconductor,I222,23,18,THERMAL
Ba2SbTe_id3540_E-4.15.cif,Ba2SbTe,-4.148,0.0,Metal,P6_3/mmc,194,8,THERMAL
Ca5As9P4_id4533_E-4.15.cif,Ca5As9P4,-4.1462,0.0,Metal,I4,79,36,THERMAL
BaSbAs2P_id83_E-4.15.cif,BaSbAs2P,-4.1452,1.052,Semiconductor,P4_322,95,20,THERMAL
BaNa(AsO4)2_id3204_E-4.14.cif,BaNa(AsO4)2,-4.1439,3.009,Semiconductor,P-3m1,164,12,THERMAL
Sc_id1363_E-4.14.cif,Sc,-4.1438,0.0,Metal,Ia-3,206,48,THERMAL
Ba(SiGe)2_id4847_E-4.14.cif,Ba(SiGe)2,-4.1409,0.0,Metal,P-4n2,118,10,THERMAL
O2_id3311_E-4.14.cif,O2,-4.1405,0.169,Semiconductor,Pba2,32,36,THERMAL
BeGeAsP4_id1939_E-4.14.cif,BeGeAsP4,-4.1404,0.34,Semiconductor,Pca2_1,29,28,THERMAL
Zn(SiO9)2_id2869_E-4.14.cif,Zn(SiO9)2,-4.1396,1.456,Semiconductor,P2_1,4,42,THERMAL
CdO5_id1821_E-4.14.cif,CdO5,-4.1384,0.021,Metal,P4/nbm,125,12,THERMAL
SnSe2_id2248_E-4.14.cif,SnSe2,-4.1378,0.02,Metal,I4_1/amd,141,12,THERMAL
AlInSi8_id1733_E-4.14.cif,AlInSi8,-4.1371,0.565,Semiconductor,I422,97,20,THERMAL
NaGaO_id1011_E-4.14.cif,NaGaO,-4.1353,0.463,Semiconductor,Pca2_1,29,12,THERMAL
Al(GaSi2)2_id491_E-4.13.cif,Al(GaSi2)2,-4.1346,0.934,Semiconductor,I4/mmm,139,14,THERMAL
ScGa3_id1215_E-4.13.cif,ScGa3,-4.1331,0.0,Metal,P4/mmm,123,8,THERMAL
As3P_id1408_E-4.13.cif,As3P,-4.1275,0.0,Metal,Imma,74,16,THERMAL
Ge_id890_E-4.12.cif,Ge,-4.1234,0.0,Metal,P2_12_12,18,14,THERMAL
Si4BSe12_id1391_E-4.12.cif,Si4BSe12,-4.1217,0.178,Semiconductor,I432,211,34,THERMAL
LiAs3P_id4889_E-4.12.cif,LiAs3P,-4.1213,1.028,Semiconductor,Aea2,41,40,THERMAL
Mg8Ga4N9_id2302_E-4.12.cif,Mg8Ga4N9,-4.1213,1.851,Semiconductor,P-42_1c,114,42,THERMAL
GeTe3AsS8_id117_E-4.12.cif,GeTe3AsS8,-4.1212,0.278,Semiconductor,P-3m1,164,13,THERMAL
BaGe2As5_id2203_E-4.12.cif,BaGe2As5,-4.1211,0.794,Semiconductor,I-42d,122,32,THERMAL
NaO13_id4859_E-4.12.cif,NaO13,-4.1184,1.059,Semiconductor,Pm,6,28,THERMAL
ScInGaSnTe_id1949_E-4.12.cif,ScInGaSnTe,-4.1181,0.0,Metal,P4/nmm,129,10,THERMAL
Ba2P2Se_id1026_E-4.11.cif,Ba2P2Se,-4.1134,0.416,Semiconductor,P2/m,10,5,THERMAL
Sc7N_id4013_E-4.11.cif,Sc7N,-4.1119,0.0,Metal,I4/mmm,139,16,THERMAL
Sc4Al14Ga_id3312_E-4.11.cif,Sc4Al14Ga,-4.1118,0.0,Metal,Pm-3,200,19,THERMAL
K4Ti(SeO)2_id4403_E-4.11.cif,K4Ti(SeO)2,-4.1112,1.873,Semiconductor,R32,155,27,THERMAL
NaBP4_id4370_E-4.11.cif,NaBP4,-4.1101,0.0,Metal,P4/n,85,12,THERMAL
GaSiGe5_id2987_E-4.11.cif,GaSiGe5,-4.1094,0.0,Metal,P-42m,111,7,THERMAL
Li3Zn2O4_id401_E-4.11.cif,Li3Zn2O4,-4.1091,1.658,Semiconductor,P-42_1m,113,18,THERMAL
AlPS_id3689_E-4.11.cif,AlPS,-4.1081,0.229,Semiconductor,Pca2_1,29,12,THERMAL
LiS4_id2176_E-4.11.cif,LiS4,-4.108,2.543,Semiconductor,P4_22_12,94,20,THERMAL
Ge4Sb_id4401_E-4.11.cif,Ge4Sb,-4.1069,0.0,Metal,I4_1/a,88,20,THERMAL
As_id1194_E-4.11.cif,As,-4.1066,0.0,Metal,P4_2/mnm,136,10,THERMAL
KLiO19_id3814_E-4.10.cif,KLiO19,-4.1049,1.254,Semiconductor,Pc,7,42,THERMAL
Ba3Li2(SeS)2_id987_E-4.10.cif,Ba3Li2(SeS)2,-4.1004,1.809,Semiconductor,Cmc2_1,36,36,THERMAL
InSeO2_id1558_E-4.10.cif,InSeO2,-4.0983,2.054,Semiconductor,P4_2/ncm,138,16,THERMAL
ZnO_id370_E-4.10.cif,ZnO,-4.0982,1.262,Semiconductor,P6_522,179,12,THERMAL
In(GaSe2)2_id1261_E-4.10.cif,In(GaSe2)2,-4.0973,0.761,Semiconductor,P-42m,111,7,THERMAL
SnGe_id3681_E-4.10.cif,SnGe,-4.0973,0.0,Metal,P6_3/mmc,194,4,THERMAL
Sc4CdIn2_id2722_E-4.10.cif,Sc4CdIn2,-4.0964,0.0,Metal,Fd-3m,227,56,THERMAL
Li4MgZn6(SiO4)3_id2313_E-4.10.cif,Li4MgZn6(SiO4)3,-4.0961,2.916,Semiconductor,I432,211,52,THERMAL
BaMgO_id4127_E-4.09.cif,BaMgO,-4.0949,0.0,Metal,P4/nmm,129,6,THERMAL
Sn2Se9S15O4_id1106_E-4.09.cif,Sn2Se9S15O4,-4.0938,1.205,Semiconductor,C2,5,60,THERMAL
CaZn(P3O)2_id2792_E-4.09.cif,CaZn(P3O)2,-4.0929,0.838,Semiconductor,R-3,148,30,THERMAL
SbNO19_id4569_E-4.09.cif,SbNO19,-4.0928,0.123,Semiconductor,P2_1,4,42,THERMAL
K4O17_id1166_E-4.09.cif,K4O17,-4.0923,1.042,Semiconductor,Pc,7,42,THERMAL
TeS3O_id2382_E-4.09.cif,TeS3O,-4.0908,0.85,Semiconductor,P3_221,154,15,THERMAL
KZn3GeC6N3O14_id3219_E-4.09.cif,KZn3GeC6N3O14,-4.089,0.004,Metal,P321,150,28,THERMAL
LiSb(AsS2)2_id3136_E-4.09.cif,LiSb(AsS2)2,-4.0887,0.0,Metal,Pban,50,16,THERMAL
As2Se_id1274_E-4.09.cif,As2Se,-4.0882,0.0,Metal,I4/mmm,139,6,THERMAL
Ba5InGa(SiO2)4_id252_E-4.09.cif,Ba5InGa(SiO2)4,-4.0881,0.184,Semiconductor,I-4m2,119,38,THERMAL
GeSb3_id4129_E-4.09.cif,GeSb3,-4.0871,0.0,Metal,Pccm,49,8,THERMAL
NaGa2As(SO)2_id3915_E-4.09.cif,NaGa2As(SO)2,-4.0855,0.17,Semiconductor,I4_1/amd,141,32,THERMAL
InS2_id4861_E-4.08.cif,InS2,-4.0839,1.349,Semiconductor,Pban,50,12,THERMAL
Sr6N2O_id4387_E-4.08.cif,Sr6N2O,-4.0824,0.0,Metal,P321,150,9,THERMAL
KCaSb2O5_id3777_E-4.08.cif,KCaSb2O5,-4.0824,2.532,Semiconductor,P-3m1,164,9,THERMAL
MgCdO4_id3019_E-4.08.cif,MgCdO4,-4.0815,0.38,Semiconductor,I4_1/a,88,24,THERMAL
ZnGaSi(GeP2)2_id2719_E-4.08.cif,ZnGaSi(GeP2)2,-4.0812,0.027,Metal,Pccm,49,18,THERMAL
Ge3Sb_id2020_E-4.08.cif,Ge3Sb,-4.0797,0.0,Metal,P-62m,189,8,THERMAL
Sn2S_id526_E-4.08.cif,Sn2S,-4.0796,0.0,Metal,P4_2/nbc,133,24,THERMAL
TePSe_id1859_E-4.08.cif,TePSe,-4.0796,0.778,Semiconductor,P4/m,83,12,THERMAL
KCaO26_id1684_E-4.08.cif,KCaO26,-4.0786,0.787,Semiconductor,P4/n,85,56,THERMAL
Ba2SiP2O_id4151_E-4.08.cif,Ba2SiP2O,-4.0754,0.0,Metal,P2_1/m,11,12,THERMAL
MgAsP2_id4841_E-4.07.cif,MgAsP2,-4.0745,0.0,Metal,I4/mmm,139,8,THERMAL
S_id143_E-4.07.cif,S,-4.0735,2.014,Semiconductor,P4/m,83,8,THERMAL
Mg2Sc5(GeTe)2_id2963_E-4.07.cif,Mg2Sc5(GeTe)2,-4.0728,0.089,Semiconductor,P4_322,95,44,THERMAL
Ba2N_id3104_E-4.07.cif,Ba2N,-4.0725,0.0,Metal,Pbcn,60,12,THERMAL
Li2SiBN2_id1965_E-4.07.cif,Li2SiBN2,-4.0717,0.38,Semiconductor,Pca2_1,29,24,THERMAL
BaSi3_id4629_E-4.07.cif,BaSi3,-4.0711,0.0,Metal,P6_3/mmc,194,8,THERMAL
BeSe_id1727_E-4.07.cif,BeSe,-4.0706,0.734,Semiconductor,Pbca,61,16,THERMAL
S_id2989_E-4.07.cif,S,-4.0706,0.18,Semiconductor,Pbca,61,16,THERMAL
KSnSb3(CSe)3_id2040_E-4.07.cif,KSnSb3(CSe)3,-4.0673,0.0,Metal,P6_3,173,22,THERMAL
AlSi2Ge3_id3652_E-4.07.cif,AlSi2Ge3,-4.0661,0.0,Metal,I4_1md,109,24,THERMAL
AsSe2_id4236_E-4.07.cif,AsSe2,-4.0653,0.928,Semiconductor,Pn-3m,224,6,THERMAL
BaGaTeSO_id692_E-4.06.cif,BaGaTeSO,-4.0648,1.267,Semiconductor,Pnma,62,20,THERMAL
Ge_id1478_E-4.06.cif,Ge,-4.0618,0.0,Metal,I4_1,80,16,THERMAL
K2ScCd3(NO2)3_id3908_E-4.06.cif,K2ScCd3(NO2)3,-4.0615,1.564,Semiconductor,P-3c1,165,60,THERMAL
GaSnGe5As2_id3827_E-4.06.cif,GaSnGe5As2,-4.0611,0.0,Metal,Pccm,49,18,THERMAL
O2_id3023_E-4.06.cif,O2,-4.0564,2.829,Semiconductor,Pba2,32,26,THERMAL
Na2Zn2Ge2O5_id1479_E-4.06.cif,Na2Zn2Ge2O5,-4.0563,1.513,Semiconductor,Pbcn,60,44,THERMAL
Li3Ti2O21_id4487_E-4.06.cif,Li3Ti2O21,-4.0557,0.512,Semiconductor,P1,1,52,THERMAL
CaSnSe2_id3880_E-4.06.cif,CaSnSe2,-4.0557,0.0,Metal,P3_221,154,12,THERMAL
SrGe4As_id226_E-4.06.cif,SrGe4As,-4.0555,0.0,Metal,P-4n2,118,12,THERMAL
SbSe2S_id4182_E-4.05.cif,SbSe2S,-4.0516,0.048,Metal,P4/m,83,16,THERMAL
SiSb5(TeAs)2_id608_E-4.05.cif,SiSb5(TeAs)2,-4.0509,0.0,Metal,P2/m,10,10,THERMAL
CaGe4_id2918_E-4.05.cif,CaGe4,-4.0507,0.0,Metal,Ccce,68,20,THERMAL
GeO20_id1289_E-4.05.cif,GeO20,-4.0507,0.756,Semiconductor,P2_1,4,42,THERMAL
Li3As3SeS7_id4744_E-4.05.cif,Li3As3SeS7,-4.0503,1.569,Semiconductor,P3m1,156,14,THERMAL
BaSnGe_id1463_E-4.05.cif,BaSnGe,-4.0496,0.0,Metal,P6_3/mmc,194,6,THERMAL
AlSe_id347_E-4.05.cif,AlSe,-4.0487,0.0,Metal,P4_2/ncm,138,8,THERMAL
Sb2TeAs_id2036_E-4.05.cif,Sb2TeAs,-4.0481,0.733,Semiconductor,P4/mbm,127,16,THERMAL
KInS2_id4189_E-4.05.cif,KInS2,-4.0477,2.015,Semiconductor,I4_122,98,16,THERMAL
InS2_id2218_E-4.05.cif,InS2,-4.0467,1.996,Semiconductor,Cmc2_1,36,12,THERMAL
BaGe4As_id695_E-4.05.cif,BaGe4As,-4.0461,0.0,Metal,P-4n2,118,12,THERMAL
Si5Te4_id4468_E-4.05.cif,Si5Te4,-4.0455,1.395,Semiconductor,I4_1/a,88,36,THERMAL
KNa2(TeO)3_id1536_E-4.04.cif,KNa2(TeO)3,-4.0444,0.316,Semiconductor,P31m,157,9,THERMAL
AsSe2_id312_E-4.04.cif,AsSe2,-4.0437,0.0,Metal,P4bm,100,12,THERMAL
Li2Be4P7_id3398_E-4.04.cif,Li2Be4P7,-4.0429,1.426,Semiconductor,Ccc2,37,52,THERMAL
SrMgGa(AsP)2_id1641_E-4.04.cif,SrMgGa(AsP)2,-4.0425,0.001,Metal,Pca2_1,29,28,THERMAL
SbAsSe2_id2241_E-4.04.cif,SbAsSe2,-4.0412,0.553,Semiconductor,Cmcm,63,16,THERMAL
BeAl2B_id2772_E-4.04.cif,BeAl2B,-4.0409,0.0,Metal,Fm-3m,225,16,THERMAL
S_id4053_E-4.04.cif,S,-4.0406,0.713,Semiconductor,Pbca,61,16,THERMAL
In2AsS5_id1314_E-4.03.cif,In2AsS5,-4.033,1.711,Semiconductor,P6_4,172,24,THERMAL
NaS4_id3995_E-4.03.cif,NaS4,-4.033,3.244,Semiconductor,R-3m,166,15,THERMAL
LiAlSO_id2381_E-4.03.cif,LiAlSO,-4.0328,1.481,Semiconductor,Pca2_1,29,16,THERMAL
SrAlSi3Ge_id4770_E-4.03.cif,SrAlSi3Ge,-4.0308,0.0,Metal,P-4n2,118,12,THERMAL
In(AsS)2_id461_E-4.03.cif,In(AsS)2,-4.0295,0.015,Metal,P-6m2,187,5,THERMAL
SiO27_id2471_E-4.03.cif,SiO27,-4.029,1.021,Semiconductor,P2,3,28,THERMAL
S_id2733_E-4.03.cif,S,-4.029,0.595,Semiconductor,Pba2,32,14,THERMAL
Li2Mg3Ti3Zn2P2Se4(SO3)2_id3239_E-4.03.cif,Li2Mg3Ti3Zn2P2Se4(SO3)2,-4.0284,1.275,Semiconductor,P-1,2,24,THERMAL
Al5Se4_id3585_E-4.03.cif,Al5Se4,-4.0279,0.0,Metal,P-42m,111,9,THERMAL
GaSi2Ge_id3618_E-4.03.cif,GaSi2Ge,-4.0272,0.0,Metal,I2_12_12_1,24,16,THERMAL
ScAl2_id4453_E-4.03.cif,ScAl2,-4.0264,0.0,Metal,P6_122,178,18,THERMAL
Ge9As10_id1401_E-4.03.cif,Ge9As10,-4.0263,0.0,Metal,I422,97,38,THERMAL
S_id2411_E-4.03.cif,S,-4.0263,0.68,Semiconductor,Pbca,61,16,THERMAL
Ba2AsPS2_id4185_E-4.03.cif,Ba2AsPS2,-4.0262,0.799,Semiconductor,P2/m,10,6,THERMAL
Ca3Si4O_id2350_E-4.03.cif,Ca3Si4O,-4.0255,0.0,Metal,I-42d,122,32,THERMAL
Sn2Se_id427_E-4.03.cif,Sn2Se,-4.0251,0.0,Metal,Imm2,44,12,THERMAL
LiTeAsS3_id2920_E-4.02.cif,LiTeAsS3,-4.0242,1.279,Semiconductor,C222_1,20,48,THERMAL
SiSnSb_id4840_E-4.02.cif,SiSnSb,-4.0237,0.0,Metal,Pca2_1,29,12,THERMAL
Zn2Sn2O3_id2893_E-4.02.cif,Zn2Sn2O3,-4.0221,0.759,Semiconductor,Pbcn,60,28,THERMAL
Mg3AlZnTe4Se2(S2O)4_id3256_E-4.02.cif,Mg3AlZnTe4Se2(S2O)4,-4.0206,1.447,Semiconductor,Pnn2,34,46,THERMAL
LiZn3P3O4_id2560_E-4.02.cif,LiZn3P3O4,-4.0187,0.997,Semiconductor,Pm-3n,223,22,THERMAL
Ge(SeS2)2_id1270_E-4.02.cif,Ge(SeS2)2,-4.0176,1.675,Semiconductor,I-42d,122,28,THERMAL
Li3CaTe2(SeS2)3_id1543_E-4.02.cif,Li3CaTe2(SeS2)3,-4.0158,1.046,Semiconductor,R-3m,166,45,THERMAL
BaGa3Si4(As2P3)2_id1137_E-4.02.cif,BaGa3Si4(As2P3)2,-4.0155,0.0,Metal,P3_121,152,54,THERMAL
Sc3Ti7Zn6GeTe12_id768_E-4.02.cif,Sc3Ti7Zn6GeTe12,-4.0151,0.0,Metal,Pm-3,200,29,THERMAL
Be3O_id4879_E-4.01.cif,Be3O,-4.0128,4.163,Insulator,Pmna,53,32,THERMAL
