file_name,original_file,formula,energy,bandgap,type,space_group
K2SnGe_id2973_Final_E-2.65.cif,K2SnGe_id2973_E-2.65.cif,K2SnGe,-2.6489,0.311,Semiconductor,Pmmn
Li2Be5(Al2B)2_id2986_Final_E-2.65.cif,Li2Be5(Al2B)2_id2986_E-1.52.cif,Li2Be5(Al2B)2,-2.6488,0.134,Semiconductor,P1
Li8O_id862_Final_E-2.63.cif,Li8O_id862_E-2.45.cif,Li8O,-2.6338,0.0,Metal,P-1
ZnCdSeS_id1199_Final_E-2.62.cif,ZnCdSeS_id1199_E-2.11.cif,ZnCdSeS,-2.6225,1.557,Semiconductor,P1
Li(ZnGe)3_id372_Final_E-2.62.cif,Li(ZnGe)3_id372_E-2.62.cif,Li(ZnGe)3,-2.6211,0.287,Semiconductor,Pm-3n
NaIn5_id3062_Final_E-2.61.cif,NaIn5_id3062_E-2.60.cif,NaIn5,-2.6134,1.296,Semiconductor,I4/mmm
Li2ZnGa3_id1656_Final_E-2.61.cif,Li2ZnGa3_id1656_E-2.40.cif,Li2ZnGa3,-2.6116,0.0,Metal,P1
Al3Ga7_id911_Final_E-2.60.cif,Al3Ga7_id911_E-2.57.cif,Al3Ga7,-2.5964,0.0,Metal,R-3c
Sr5Li4(ZnP)2_id835_Final_E-2.58.cif,Sr5Li4(ZnP)2_id835_E-1.92.cif,Sr5Li4(ZnP)2,-2.5829,0.0,Metal,Pc
Li6MgNO16_id1659_Final_E-2.57.cif,Li6MgNO16_id1659_E-1.68.cif,Li6MgNO16,-2.5749,2.556,Semiconductor,Pm
KNaAs_id1426_Final_E-2.57.cif,KNaAs_id1426_E-2.57.cif,KNaAs,-2.5714,0.935,Semiconductor,P-6m2
Li2CaMg2As_id3322_Final_E-2.57.cif,Li2CaMg2As_id3322_E-2.54.cif,Li2CaMg2As,-2.57,0.0,Metal,P-3m1
Li4In2Ga_id2513_Final_E-2.53.cif,Li4In2Ga_id2513_E-1.03.cif,Li4In2Ga,-2.5312,0.0,Metal,I-4m2
LiAs24_id263_Final_E-2.53.cif,LiAs24_id263_E-1.42.cif,LiAs24,-2.5267,0.291,Semiconductor,P1
KLiGa3_id1014_Final_E-2.52.cif,KLiGa3_id1014_E-2.14.cif,KLiGa3,-2.5227,0.269,Semiconductor,P6_5
Zn3O_id490_Final_E-2.52.cif,Zn3O_id490_E-2.47.cif,Zn3O,-2.5186,0.761,Semiconductor,P4_132
Mg4Ge3_id2725_Final_E-2.52.cif,Mg4Ge3_id2725_E-2.51.cif,Mg4Ge3,-2.5167,0.235,Semiconductor,Ccce
NaBe2Ga_id2910_Final_E-2.51.cif,NaBe2Ga_id2910_E-1.43.cif,NaBe2Ga,-2.5087,0.0,Metal,P2_12_12_1
KNaCdSn3_id1721_Final_E-2.50.cif,KNaCdSn3_id1721_E-2.49.cif,KNaCdSn3,-2.4954,0.095,Semiconductor,P-4n2
KGa2_id517_Final_E-2.49.cif,KGa2_id517_E-2.49.cif,KGa2,-2.4901,0.075,Semiconductor,P6/mmm
NaIn6_id681_Final_E-2.49.cif,NaIn6_id681_E-2.42.cif,NaIn6,-2.4863,0.0,Metal,Pmma
In12GaSn6_id1774_Final_E-2.48.cif,In12GaSn6_id1774_E-0.37.cif,In12GaSn6,-2.4825,0.05,Metal,P1
Li2MgBe2_id2393_Final_E-2.46.cif,Li2MgBe2_id2393_E-0.65.cif,Li2MgBe2,-2.4631,0.0,Metal,P1
K4Sr(ZnSi)5_id175_Final_E-2.45.cif,K4Sr(ZnSi)5_id175_E-1.20.cif,K4Sr(ZnSi)5,-2.4513,0.626,Semiconductor,P1
KS_id2433_Final_E-2.43.cif,KS_id2433_E-2.43.cif,KS,-2.4266,2.995,Semiconductor,I4_132
CdGaGe_id1884_Final_E-2.42.cif,CdGaGe_id1884_E-1.96.cif,CdGaGe,-2.4202,0.0,Metal,P1
KMgSn_id1522_Final_E-2.42.cif,KMgSn_id1522_E-2.41.cif,KMgSn,-2.4199,0.268,Semiconductor,P-6m2
Mg3Cd2(Se3S)3_id218_Final_E-2.41.cif,Mg3Cd2(Se3S)3_id218_E-1.86.cif,Mg3Cd2(Se3S)3,-2.4105,2.162,Semiconductor,P1
B8C13_id1028_Final_E-2.41.cif,B8C13_id1028_E-1.46.cif,B8C13,-2.4076,0.346,Semiconductor,P1
Li7(ZnAs)3_id1885_Final_E-2.41.cif,Li7(ZnAs)3_id1885_E-2.11.cif,Li7(ZnAs)3,-2.4059,0.797,Semiconductor,P1
GaSe_id2448_Final_E-2.39.cif,GaSe_id2448_E-1.93.cif,GaSe,-2.3901,0.017,Metal,P1
NaAlZnSi_id2385_Final_E-2.37.cif,NaAlZnSi_id2385_E-2.18.cif,NaAlZnSi,-2.3688,0.0,Metal,P1
K6CaSbO21_id1646_Final_E-2.37.cif,K6CaSbO21_id1646_E-0.15.cif,K6CaSbO21,-2.3683,7.826,Insulator,P1
KO4_id1655_Final_E-2.37.cif,KO4_id1655_E-1.83.cif,KO4,-2.3672,2.341,Semiconductor,P4_2/mbc
Cd6Ga2(GeN2)3_id2272_Final_E-2.35.cif,Cd6Ga2(GeN2)3_id2272_E-2.30.cif,Cd6Ga2(GeN2)3,-2.3548,0.359,Semiconductor,P1
KNaInSn_id338_Final_E-2.33.cif,KNaInSn_id338_E-2.33.cif,KNaInSn,-2.3304,0.072,Semiconductor,F-43m
ScAl4Ga9_id1165_Final_E-2.32.cif,ScAl4Ga9_id1165_E-0.99.cif,ScAl4Ga9,-2.3224,0.0,Metal,P1
Na2LiSb_id791_Final_E-2.30.cif,Na2LiSb_id791_E-2.29.cif,Na2LiSb,-2.2988,0.865,Semiconductor,P4_2/mcm
BaB2N12O23_id531_Final_E-2.29.cif,BaB2N12O23_id531_E-1.87.cif,BaB2N12O23,-2.2892,1.175,Semiconductor,P1
KLiIn2_id3326_Final_E-2.28.cif,KLiIn2_id3326_E-1.60.cif,KLiIn2,-2.2808,0.0,Metal,P1
Sc2Cd2Sn_id834_Final_E-2.28.cif,Sc2Cd2Sn_id834_E-2.36.cif,Sc2Cd2Sn,-2.2784,1.029,Semiconductor,Pm
K4Te_id1455_Final_E-2.27.cif,K4Te_id1455_E-1.78.cif,K4Te,-2.2658,1.484,Semiconductor,P-1
Mg2B_id516_Final_E-2.25.cif,Mg2B_id516_E-1.78.cif,Mg2B,-2.25,0.0,Metal,P6_422
Na3In5_id2289_Final_E-2.25.cif,Na3In5_id2289_E-1.95.cif,Na3In5,-2.2499,0.479,Semiconductor,I-42d
In7S_id2405_Final_E-2.23.cif,In7S_id2405_E-1.49.cif,In7S,-2.2283,1.986,Semiconductor,P4_2/mbc
KCdSn2_id1183_Final_E-2.21.cif,KCdSn2_id1183_E-1.45.cif,KCdSn2,-2.2134,0.0,Metal,P1
Ba3CaO2_id179_Final_E-2.20.cif,Ba3CaO2_id179_E-1.75.cif,Ba3CaO2,-2.2035,3.765,Insulator,P1
Na2Sn_id1254_Final_E-2.20.cif,Na2Sn_id1254_E-2.20.cif,Na2Sn,-2.1991,0.009,Metal,P4/mmm
K2ZnSb6_id1926_Final_E-2.20.cif,K2ZnSb6_id1926_E-2.14.cif,K2ZnSb6,-2.1964,1.237,Semiconductor,P1
Sr3B(NO)18_id955_Final_E-2.19.cif,Sr3B(NO)18_id955_E-1.62.cif,Sr3B(NO)18,-2.1866,3.36,Semiconductor,Pm
TiGa2Sn3_id240_Final_E-2.18.cif,TiGa2Sn3_id240_E-0.66.cif,TiGa2Sn3,-2.1847,0.0,Metal,Cm
NO42_id2043_Final_E-2.17.cif,NO42_id2043_E-2.12.cif,NO42,-2.1747,1.208,Semiconductor,P1
As5Se2_id974_Final_E-2.17.cif,As5Se2_id974_E-1.33.cif,As5Se2,-2.1658,0.529,Semiconductor,I4_1/amd
K4Li(InGa3)4_id1131_Final_E-2.15.cif,K4Li(InGa3)4_id1131_E-1.04.cif,K4Li(InGa3)4,-2.1537,1.068,Semiconductor,P4_2/nmc
K4BeAlSi_id2727_Final_E-2.14.cif,K4BeAlSi_id2727_E-1.57.cif,K4BeAlSi,-2.1431,0.0,Metal,P1
NaIn_id309_Final_E-2.14.cif,NaIn_id309_E-2.14.cif,NaIn,-2.1423,0.396,Semiconductor,I4_1/amd
Na6InSn2_id793_Final_E-2.14.cif,Na6InSn2_id793_E-2.03.cif,Na6InSn2,-2.1384,0.0,Metal,P2/m
BaInO24_id1410_Final_E-2.13.cif,BaInO24_id1410_E-1.62.cif,BaInO24,-2.1344,0.069,Semiconductor,P1
Mg5ScZn_id6_Final_E-2.11.cif,Mg5ScZn_id6_E-2.29.cif,Mg5ScZn,-2.1136,0.026,Metal,P1
KAl(Zn5Ga4)2_id1044_Final_E-2.10.cif,KAl(Zn5Ga4)2_id1044_E-1.68.cif,KAl(Zn5Ga4)2,-2.0983,0.001,Metal,P1
KSO40_id1698_Final_E-2.10.cif,KSO40_id1698_E-1.85.cif,KSO40,-2.0956,0.635,Semiconductor,P1
CaZn3GaGe_id849_Final_E-2.09.cif,CaZn3GaGe_id849_E-1.25.cif,CaZn3GaGe,-2.0948,0.007,Metal,Pm
Na4Cd3Sb2_id753_Final_E-2.09.cif,Na4Cd3Sb2_id753_E-2.00.cif,Na4Cd3Sb2,-2.0947,0.895,Semiconductor,P-3c1
Zn8(InGa3)3_id2123_Final_E-2.08.cif,Zn8(InGa3)3_id2123_E-1.19.cif,Zn8(InGa3)3,-2.0832,3.153,Semiconductor,P1
Al4Zn6In2Ga9_id3283_Final_E-2.08.cif,Al4Zn6In2Ga9_id3283_E-0.58.cif,Al4Zn6In2Ga9,-2.0776,0.0,Metal,Cm
TiO19_id2278_Final_E-2.05.cif,TiO19_id2278_E-0.50.cif,TiO19,-2.054,0.982,Semiconductor,Pm
Li4TiTeSe_id2865_Final_E-2.03.cif,Li4TiTeSe_id2865_E-1.44.cif,Li4TiTeSe,-2.0336,2.527,Semiconductor,P1
Na4SrLiIn_id1271_Final_E-2.03.cif,Na4SrLiIn_id1271_E-1.96.cif,Na4SrLiIn,-2.0324,0.818,Semiconductor,P2
Cd6Ga35_id2858_Final_E-2.03.cif,Cd6Ga35_id2858_E-1.42.cif,Cd6Ga35,-2.0306,2.181,Semiconductor,P2
Mg3Al2(ZnSi)2_id691_Final_E-2.02.cif,Mg3Al2(ZnSi)2_id691_E-1.35.cif,Mg3Al2(ZnSi)2,-2.0199,4.296,Insulator,P1
CaAlZn8Ga_id1958_Final_E-2.01.cif,CaAlZn8Ga_id1958_E-1.89.cif,CaAlZn8Ga,-2.0124,0.0,Metal,P1
K3(ZnGa2)2_id1441_Final_E-2.00.cif,K3(ZnGa2)2_id1441_E-1.31.cif,K3(ZnGa2)2,-2.001,2.78,Semiconductor,P-1
ZnIn_id1339_Final_E-1.99.cif,ZnIn_id1339_E-1.99.cif,ZnIn,-1.9918,0.103,Semiconductor,I4_1/acd
Li3CaGa_id1095_Final_E-1.99.cif,Li3CaGa_id1095_E-1.44.cif,Li3CaGa,-1.9916,1.77,Semiconductor,P1
AsO_id2668_Final_E-1.99.cif,AsO_id2668_E-1.99.cif,AsO,-1.9903,1.586,Semiconductor,P4_32_12
Mg(InTe2)2_id3140_Final_E-1.98.cif,Mg(InTe2)2_id3140_E-0.80.cif,Mg(InTe2)2,-1.9814,0.35,Semiconductor,Pmmn
Li5GaTe2_id2564_Final_E-1.98.cif,Li5GaTe2_id2564_E-1.73.cif,Li5GaTe2,-1.9759,0.0,Metal,P1
Li7Ca4(AlGa)6_id2426_Final_E-1.98.cif,Li7Ca4(AlGa)6_id2426_E-1.89.cif,Li7Ca4(AlGa)6,-1.9756,0.009,Metal,P1
LiMg4Al2Sn_id2576_Final_E-1.93.cif,LiMg4Al2Sn_id2576_E-0.58.cif,LiMg4Al2Sn,-1.9299,0.554,Semiconductor,P1
GaSn3_id673_Final_E-1.92.cif,GaSn3_id673_E-1.13.cif,GaSn3,-1.9196,0.014,Metal,P1
KLiSn_id576_Final_E-1.92.cif,KLiSn_id576_E-1.92.cif,KLiSn,-1.9194,2.175,Semiconductor,Pmmm
K4In3_id1999_Final_E-1.91.cif,K4In3_id1999_E-1.72.cif,K4In3,-1.9113,0.0,Metal,P-1
LiCaMg3In_id546_Final_E-1.89.cif,LiCaMg3In_id546_E-1.60.cif,LiCaMg3In,-1.8859,0.0,Metal,P4mm
Li7Mg_id996_Final_E-1.87.cif,Li7Mg_id996_E-1.73.cif,Li7Mg,-1.8728,1.575,Semiconductor,P1
LiMgSn2_id1222_Final_E-1.87.cif,LiMgSn2_id1222_E-0.30.cif,LiMgSn2,-1.8669,0.15,Semiconductor,Cm
NaLi8Cd2O3_id1175_Final_E-1.86.cif,NaLi8Cd2O3_id1175_E-0.97.cif,NaLi8Cd2O3,-1.8644,1.439,Semiconductor,Iba2
K2Li5Sb_id2091_Final_E-1.86.cif,K2Li5Sb_id2091_E-0.61.cif,K2Li5Sb,-1.8643,1.331,Semiconductor,Cm
Mg3Sn2(SO2)2_id506_Final_E-1.84.cif,Mg3Sn2(SO2)2_id506_E-1.50.cif,Mg3Sn2(SO2)2,-1.8365,0.347,Semiconductor,P-42_1m
Cd3In4_id56_Final_E-1.81.cif,Cd3In4_id56_E-0.29.cif,Cd3In4,-1.8116,2.104,Semiconductor,P-1
K2Na3In2Ga_id900_Final_E-1.80.cif,K2Na3In2Ga_id900_E-1.43.cif,K2Na3In2Ga,-1.8046,0.747,Semiconductor,P-1
Zn4Ga_id3155_Final_E-1.80.cif,Zn4Ga_id3155_E-1.65.cif,Zn4Ga,-1.8017,2.292,Semiconductor,P4_2/nmc
Mg(AlIn4)3_id2318_Final_E-1.80.cif,Mg(AlIn4)3_id2318_E-0.73.cif,Mg(AlIn4)3,-1.8007,1.948,Semiconductor,P1
Zn3In2(GaO2)2_id589_Final_E-1.79.cif,Zn3In2(GaO2)2_id589_E-0.00.cif,Zn3In2(GaO2)2,-1.7928,0.752,Semiconductor,P1
Na6Sn_id3232_Final_E-1.79.cif,Na6Sn_id3232_E-1.64.cif,Na6Sn,-1.7852,0.0,Metal,R-3
SrLiCa11In_id3240_Final_E-1.78.cif,SrLiCa11In_id3240_E-1.30.cif,SrLiCa11In,-1.7846,0.0,Metal,P1
Mg3ZnN_id2288_Final_E-1.78.cif,Mg3ZnN_id2288_E-1.78.cif,Mg3ZnN,-1.7828,0.061,Semiconductor,Pm-3m
Li5Mg4CdGa4_id2118_Final_E-1.77.cif,Li5Mg4CdGa4_id2118_E-1.52.cif,Li5Mg4CdGa4,-1.7714,0.0,Metal,P1
Na2Ga_id2563_Final_E-1.77.cif,Na2Ga_id2563_E-1.49.cif,Na2Ga,-1.7704,0.0,Metal,I4/mmm
Li2Mg6Sn_id2878_Final_E-1.75.cif,Li2Mg6Sn_id2878_E-0.58.cif,Li2Mg6Sn,-1.7484,1.686,Semiconductor,P1
Al19Zn12_id2753_Final_E-1.71.cif,Al19Zn12_id2753_E-1.34.cif,Al19Zn12,-1.7062,0.946,Semiconductor,P222
K9Sb6(Te6P)2_id1925_Final_E-1.70.cif,K9Sb6(Te6P)2_id1925_E-1.78.cif,K9Sb6(Te6P)2,-1.6963,0.289,Semiconductor,P1
Al3Zn2_id658_Final_E-1.66.cif,Al3Zn2_id658_E-1.54.cif,Al3Zn2,-1.6586,0.065,Semiconductor,Pm
K2Li9Mg_id639_Final_E-1.66.cif,K2Li9Mg_id639_E-0.65.cif,K2Li9Mg,-1.6562,2.359,Semiconductor,P1
KBaNaLi4_id920_Final_E-1.63.cif,KBaNaLi4_id920_E-1.20.cif,KBaNaLi4,-1.6289,4.296,Insulator,Pnn2
BaNa2(Li3Ca)2_id1094_Final_E-1.63.cif,BaNa2(Li3Ca)2_id1094_E-0.56.cif,BaNa2(Li3Ca)2,-1.6252,4.381,Insulator,P2
LiCaMg2S_id3024_Final_E-1.62.cif,LiCaMg2S_id3024_E-1.62.cif,LiCaMg2S,-1.616,1.81,Semiconductor,P4mm
TeSeO2_id1605_Final_E-1.61.cif,TeSeO2_id1605_E-1.31.cif,TeSeO2,-1.6099,1.858,Semiconductor,Cm
Na4Cd3In2_id2857_Final_E-1.58.cif,Na4Cd3In2_id2857_E-1.11.cif,Na4Cd3In2,-1.575,1.099,Semiconductor,P4_22_12
LiZn4_id1101_Final_E-1.56.cif,LiZn4_id1101_E-1.28.cif,LiZn4,-1.5644,2.909,Semiconductor,P4_2/nmc
K3Ca2(AlGa)2_id738_Final_E-1.55.cif,K3Ca2(AlGa)2_id738_E-0.41.cif,K3Ca2(AlGa)2,-1.5459,0.07,Semiconductor,P1
Li17(Mg3Zn)2_id1644_Final_E-1.54.cif,Li17(Mg3Zn)2_id1644_E-0.58.cif,Li17(Mg3Zn)2,-1.543,3.622,Insulator,Pm
K4MgCd2Sn_id2103_Final_E-1.54.cif,K4MgCd2Sn_id2103_E-1.38.cif,K4MgCd2Sn,-1.5353,0.0,Metal,Ibam
K34Na3CaO6_id1402_Final_E-1.51.cif,K34Na3CaO6_id1402_E-0.85.cif,K34Na3CaO6,-1.511,1.272,Semiconductor,P1
Li2Mg3ZnIn_id2198_Final_E-1.51.cif,Li2Mg3ZnIn_id2198_E-0.21.cif,Li2Mg3ZnIn,-1.5106,0.0,Metal,P3m1
Na4In17Ga6_id2014_Final_E-1.48.cif,Na4In17Ga6_id2014_E-1.30.cif,Na4In17Ga6,-1.4752,0.195,Semiconductor,P6/mmm
Zn2Cd5Ga2_id1812_Final_E-1.47.cif,Zn2Cd5Ga2_id1812_E-1.29.cif,Zn2Cd5Ga2,-1.4712,2.242,Semiconductor,P1
Li6Mg8ScTi_id2116_Final_E-1.45.cif,Li6Mg8ScTi_id2116_E-1.36.cif,Li6Mg8ScTi,-1.4538,0.085,Semiconductor,P1
Ba4O9_id2120_Final_E-1.45.cif,Ba4O9_id2120_E-1.16.cif,Ba4O9,-1.4526,3.253,Semiconductor,P1
Sc4Ti3Zn8Ga3_id1825_Final_E-1.45.cif,Sc4Ti3Zn8Ga3_id1825_E-1.16.cif,Sc4Ti3Zn8Ga3,-1.4503,0.202,Semiconductor,Cc
LiTi2(BeIn2)2_id1262_Final_E-1.45.cif,LiTi2(BeIn2)2_id1262_E-1.61.cif,LiTi2(BeIn2)2,-1.4468,0.346,Semiconductor,P1
Zn6Ga_id1069_Final_E-1.44.cif,Zn6Ga_id1069_E-0.49.cif,Zn6Ga,-1.4432,0.0,Metal,P1
Na2Sr(Zn2Sn)2_id620_Final_E-1.44.cif,Na2Sr(Zn2Sn)2_id620_E-0.99.cif,Na2Sr(Zn2Sn)2,-1.4421,1.304,Semiconductor,I4/mcm
Al(Zn5Ga7)3_id1824_Final_E-1.43.cif,Al(Zn5Ga7)3_id1824_E-1.33.cif,Al(Zn5Ga7)3,-1.4293,0.001,Metal,P1
Li23Mg8(Zn2Ga)2_id1472_Final_E-1.42.cif,Li23Mg8(Zn2Ga)2_id1472_E-0.74.cif,Li23Mg8(Zn2Ga)2,-1.4189,0.171,Semiconductor,P1
Li2Mg4Cd3_id1810_Final_E-1.38.cif,Li2Mg4Cd3_id1810_E-1.05.cif,Li2Mg4Cd3,-1.3804,0.0,Metal,P1
Li38ScCd2_id2441_Final_E-1.37.cif,Li38ScCd2_id2441_E-1.28.cif,Li38ScCd2,-1.3735,0.0,Metal,P1
Li9Mg4(Cd2Ga5)2_id1365_Final_E-1.36.cif,Li9Mg4(Cd2Ga5)2_id1365_E-0.07.cif,Li9Mg4(Cd2Ga5)2,-1.3598,1.877,Semiconductor,P2
Na6Ca6O_id2180_Final_E-1.34.cif,Na6Ca6O_id2180_E-1.34.cif,Na6Ca6O,-1.3426,0.144,Semiconductor,Pm-3
Sr2Cd(As3P)6_id2807_Final_E-1.33.cif,Sr2Cd(As3P)6_id2807_E-0.04.cif,Sr2Cd(As3P)6,-1.3301,0.078,Semiconductor,P1
In(SO4)4_id2702_Final_E-1.32.cif,In(SO4)4_id2702_E-0.61.cif,In(SO4)4,-1.3215,0.24,Semiconductor,Pm
Li4Mg4Zn5_id3078_Final_E-1.32.cif,Li4Mg4Zn5_id3078_E-0.28.cif,Li4Mg4Zn5,-1.3179,0.0,Metal,Pm
Zn(CdGa2)2_id3114_Final_E-1.29.cif,Zn(CdGa2)2_id3114_E-0.95.cif,Zn(CdGa2)2,-1.292,0.0,Metal,Pmna
Na2LiCd3_id2338_Final_E-1.27.cif,Na2LiCd3_id2338_E-0.99.cif,Na2LiCd3,-1.2687,0.0,Metal,Pnnn
LiMgZn5Ga3_id3284_Final_E-1.26.cif,LiMgZn5Ga3_id3284_E-0.59.cif,LiMgZn5Ga3,-1.2626,0.0,Metal,Pm
Na2Mg7Cd5_id1308_Final_E-1.25.cif,Na2Mg7Cd5_id1308_E-0.68.cif,Na2Mg7Cd5,-1.2532,0.0,Metal,Pmc2_1
Na6CdIn_id680_Final_E-1.25.cif,Na6CdIn_id680_E-0.93.cif,Na6CdIn,-1.2466,0.068,Semiconductor,P1
MgP_id2518_Final_E-1.24.cif,MgP_id2518_E-2.01.cif,MgP,-1.2399,0.949,Semiconductor,P4/mmm
K15NaCaSn5_id1796_Final_E-1.24.cif,K15NaCaSn5_id1796_E-0.85.cif,K15NaCaSn5,-1.2395,0.666,Semiconductor,P1
Na9Li2_id394_Final_E-1.23.cif,Na9Li2_id394_E-0.85.cif,Na9Li2,-1.2321,0.0,Metal,P2
K7MgIn6_id2406_Final_E-1.23.cif,K7MgIn6_id2406_E-1.20.cif,K7MgIn6,-1.2282,0.471,Semiconductor,P-31c
Na(Li2Mg)2_id2698_Final_E-1.22.cif,Na(Li2Mg)2_id2698_E-1.22.cif,Na(Li2Mg)2,-1.2227,1.497,Semiconductor,I4_1/amd
Ba2Na2SrCa5_id246_Final_E-1.20.cif,Ba2Na2SrCa5_id246_E-0.86.cif,Ba2Na2SrCa5,-1.2009,0.014,Metal,P1
Mg4AlInTe3_id1758_Final_E-1.19.cif,Mg4AlInTe3_id1758_E-1.09.cif,Mg4AlInTe3,-1.1904,2.88,Semiconductor,P4mm
MgZn4GaO8_id2402_Final_E-1.18.cif,MgZn4GaO8_id2402_E-0.94.cif,MgZn4GaO8,-1.1839,2.171,Semiconductor,Pm
Li2AlZn2Ga3_id1778_Final_E-1.18.cif,Li2AlZn2Ga3_id1778_E-0.09.cif,Li2AlZn2Ga3,-1.1829,0.0,Metal,P-1
KSrZn3_id163_Final_E-1.17.cif,KSrZn3_id163_E-0.45.cif,KSrZn3,-1.1662,0.0,Metal,P1
Ca9Ga_id2602_Final_E-1.14.cif,Ca9Ga_id2602_E-0.01.cif,Ca9Ga,-1.1446,1.506,Semiconductor,Pbam
Mg2Cd2In2Sn3_id1467_Final_E-1.12.cif,Mg2Cd2In2Sn3_id1467_E-1.07.cif,Mg2Cd2In2Sn3,-1.1196,0.843,Semiconductor,P1
K2Ba2Na11As4_id1841_Final_E-1.11.cif,K2Ba2Na11As4_id1841_E-0.76.cif,K2Ba2Na11As4,-1.1066,1.892,Semiconductor,P1
KNaZn_id2881_Final_E-1.07.cif,KNaZn_id2881_E-0.95.cif,KNaZn,-1.0716,0.175,Semiconductor,P4_322
Cd28Sb3_id2550_Final_E-1.05.cif,Cd28Sb3_id2550_E-0.94.cif,Cd28Sb3,-1.0531,0.454,Semiconductor,P1
Ba2Sr6Ca29_id3147_Final_E-1.03.cif,Ba2Sr6Ca29_id3147_E-0.62.cif,Ba2Sr6Ca29,-1.0336,0.985,Semiconductor,P1
KZn_id327_Final_E-0.98.cif,KZn_id327_E-0.98.cif,KZn,-0.9807,1.054,Semiconductor,I4_1/amd
NaCa_id3107_Final_E-0.97.cif,NaCa_id3107_E-0.97.cif,NaCa,-0.9676,0.056,Semiconductor,P4/mmm
Na45Li7_id3084_Final_E-0.92.cif,Na45Li7_id3084_E-0.75.cif,Na45Li7,-0.924,4.308,Insulator,P1
Mg7ZnCd28_id3350_Final_E-0.92.cif,Mg7ZnCd28_id3350_E-0.02.cif,Mg7ZnCd28,-0.9224,2.004,Semiconductor,P2
Na6Li12Cd7In3_id83_Final_E-0.91.cif,Na6Li12Cd7In3_id83_E-1.15.cif,Na6Li12Cd7In3,-0.9062,0.347,Semiconductor,P1
K3Cd2InGa2_id661_Final_E-0.90.cif,K3Cd2InGa2_id661_E-0.67.cif,K3Cd2InGa2,-0.8987,1.425,Semiconductor,P1
Na3(SrIn)2_id2267_Final_E-0.90.cif,Na3(SrIn)2_id2267_E-0.82.cif,Na3(SrIn)2,-0.8985,0.491,Semiconductor,Pmm2
Li24Zn13Te12_id1453_Final_E-0.89.cif,Li24Zn13Te12_id1453_E-0.32.cif,Li24Zn13Te12,-0.886,1.714,Semiconductor,I23
Li6Ca3Mg3Cd14_id1827_Final_E-0.87.cif,Li6Ca3Mg3Cd14_id1827_E-0.58.cif,Li6Ca3Mg3Cd14,-0.8659,0.0,Metal,P1
K2Na5Li_id912_Final_E-0.80.cif,K2Na5Li_id912_E-0.57.cif,K2Na5Li,-0.8043,0.522,Semiconductor,P1
MgZnCd19_id1478_Final_E-0.77.cif,MgZnCd19_id1478_E-0.29.cif,MgZnCd19,-0.7668,0.0,Metal,P1
K20Na13_id386_Final_E-0.69.cif,K20Na13_id386_E-0.55.cif,K20Na13,-0.691,0.335,Semiconductor,P3
Ba2Sr3Ca5_id2825_Final_E-0.68.cif,Ba2Sr3Ca5_id2825_E-0.21.cif,Ba2Sr3Ca5,-0.6843,0.213,Semiconductor,P6_122
K13S4_id2141_Final_E-0.68.cif,K13S4_id2141_E-0.13.cif,K13S4,-0.6804,0.0,Metal,P1
K50Cd2SnSb2_id3193_Final_E-0.68.cif,K50Cd2SnSb2_id3193_E-0.43.cif,K50Cd2SnSb2,-0.6761,0.226,Semiconductor,P1
CaCd31_id1369_Final_E-0.67.cif,CaCd31_id1369_E-0.58.cif,CaCd31,-0.6663,2.141,Semiconductor,P4/m
Li(Mg2Zn)2_id2755_Final_E-0.67.cif,Li(Mg2Zn)2_id2755_E-0.54.cif,Li(Mg2Zn)2,-0.6655,0.272,Semiconductor,P1
Li3Si2_id2081_Final_E-0.65.cif,Li3Si2_id2081_E-0.19.cif,Li3Si2,-0.6527,0.359,Semiconductor,P1
LiMg19In_id3378_Final_E-0.64.cif,LiMg19In_id3378_E-0.51.cif,LiMg19In,-0.6368,0.0,Metal,P1
Na2Cd9Sn_id1520_Final_E-0.63.cif,Na2Cd9Sn_id1520_E-0.47.cif,Na2Cd9Sn,-0.626,0.009,Metal,P1
Ba3Ca3Mg_id136_Final_E-0.59.cif,Ba3Ca3Mg_id136_E-0.50.cif,Ba3Ca3Mg,-0.5878,3.289,Semiconductor,Fm-3m
K7Na12(Cd6In7)2_id1664_Final_E-0.55.cif,K7Na12(Cd6In7)2_id1664_E-0.18.cif,K7Na12(Cd6In7)2,-0.5482,0.0,Metal,P1
Sc9(SO32)2_id3272_Final_E-0.55.cif,Sc9(SO32)2_id3272_E-0.11.cif,Sc9(SO32)2,-0.5451,2.153,Semiconductor,P31m
NaCaMg35Al_id2489_Final_E-0.54.cif,NaCaMg35Al_id2489_E-0.39.cif,NaCaMg35Al,-0.535,0.129,Semiconductor,P1
Li13Sc3(Zn6Ga)4_id755_Final_E-0.53.cif,Li13Sc3(Zn6Ga)4_id755_E-0.19.cif,Li13Sc3(Zn6Ga)4,-0.5306,0.0,Metal,P1
Cd11Ga2_id158_Final_E-0.51.cif,Cd11Ga2_id158_E-0.11.cif,Cd11Ga2,-0.5063,0.127,Semiconductor,Pm
K8Li_id317_Final_E-0.50.cif,K8Li_id317_E-0.17.cif,K8Li,-0.5019,4.952,Insulator,P1
Mg13In2_id87_Final_E-0.47.cif,Mg13In2_id87_E-0.24.cif,Mg13In2,-0.4722,0.089,Semiconductor,P1
