file_name,formula,energy,bandgap,Application_Class,Origin_Campaign,type,space_group_symbol,space_group_number,num_atoms
O2_id102_Final_E-4.75.cif,O2,-4.7522,1.398,Solar / Visible,LIGHT,Semiconductor,Pba2,32,22
Ga2Sb(SeO)6_id4130_Final_E-4.75.cif,Ga2Sb(SeO)6,-4.7491,2.034,Solar / Visible,LIGHT,Semiconductor,P1,1,45
K2Na7Ga2TeO28_id2708_Final_E-4.75.cif,K2Na7Ga2TeO28,-4.7469,2.252,Wide-Gap Power/LED,LIGHT,Semiconductor,P1,1,40
BaSr(SeO15)2_id423_Final_E-4.75.cif,BaSr(SeO15)2,-4.7468,1.858,Solar / Visible,LIGHT,Semiconductor,P-3,147,34
KIn4O8_id2336_Final_E-4.74.cif,KIn4O8,-4.7404,2.179,Solar / Visible,LIGHT,Semiconductor,P2/c,13,26
BP12_id1052_Final_E-4.74.cif,BP12,-4.7396,0.454,IR / Narrow-Gap,LIGHT,Semiconductor,I432,211,26
K(SeO12)2_id1127_Final_E-4.74.cif,K(SeO12)2,-4.7382,0.056,IR / Narrow-Gap,LIGHT,Semiconductor,P-1,2,27
SrC2O_id3023_Final_E-4.74.cif,SrC2O,-4.737,0.696,IR / Narrow-Gap,LIGHT,Semiconductor,I4/mmm,139,8
LiZnGaP2(SeO)2_id1742_Final_E-4.74.cif,LiZnGaP2(SeO)2,-4.7368,1.382,Solar / Visible,LIGHT,Semiconductor,P3_221,154,27
KLiIn4O4_id3270_Final_E-4.73.cif,KLiIn4O4,-4.7315,0.766,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,20
BaCaGa2(SO27)2_id4645_Final_E-4.73.cif,BaCaGa2(SO27)2,-4.7255,3.019,Wide-Gap Power/LED,LIGHT,Semiconductor,P-3,147,60
Ca3Se4N3_id2713_Final_E-4.72.cif,Ca3Se4N3,-4.7247,0.248,IR / Narrow-Gap,LIGHT,Semiconductor,I-43d,220,40
SbAs2PS4_id1971_Final_E-4.72.cif,SbAs2PS4,-4.7175,1.56,Solar / Visible,LIGHT,Semiconductor,P1,1,8
KS3O2_id1186_Final_E-4.72.cif,KS3O2,-4.7159,2.005,Solar / Visible,LIGHT,Semiconductor,Cmmm,65,12
NaTeSO2_id4559_Final_E-4.72.cif,NaTeSO2,-4.7157,2.592,Wide-Gap Power/LED,LIGHT,Semiconductor,Aea2,41,40
K2ScCd6O12_id716_Final_E-4.71.cif,K2ScCd6O12,-4.7087,0.143,IR / Narrow-Gap,LIGHT,Semiconductor,P-3c1,165,42
Ba(AsS2)2_id1311_Final_E-4.71.cif,Ba(AsS2)2,-4.7081,1.59,Solar / Visible,LIGHT,Semiconductor,C2,5,28
O2_id1911_Final_E-4.71.cif,O2,-4.7078,0.962,IR / Narrow-Gap,LIGHT,Semiconductor,Pba2,32,18
GeP_id3032_Final_E-4.70.cif,GeP,-4.7049,1.067,Solar / Visible,LIGHT,Semiconductor,P4_32_12,96,8
BP24_id386_Final_E-4.70.cif,BP24,-4.7033,0.941,IR / Narrow-Gap,LIGHT,Semiconductor,I432,211,50
O2_id1126_Final_E-4.70.cif,O2,-4.7027,2.558,Wide-Gap Power/LED,LIGHT,Semiconductor,Pba2,32,30
MgO13_id2643_Final_E-4.70.cif,MgO13,-4.7024,0.704,IR / Narrow-Gap,LIGHT,Semiconductor,P2_1,4,28
O2_id1086_Final_E-4.70.cif,O2,-4.7022,1.138,Solar / Visible,LIGHT,Semiconductor,C2,5,28
CaSeS_id3465_Final_E-4.70.cif,CaSeS,-4.7006,1.956,Solar / Visible,LIGHT,Semiconductor,Pbca,61,24
CaSeO_id2019_Final_E-4.70.cif,CaSeO,-4.699,2.276,Wide-Gap Power/LED,LIGHT,Semiconductor,P4_2/mmc,131,12
SiAsSe3N_id2048_Final_E-4.70.cif,SiAsSe3N,-4.6987,1.574,Solar / Visible,LIGHT,Semiconductor,P2_1/m,11,12
K2TeO4_id3941_Final_E-4.69.cif,K2TeO4,-4.6929,1.396,Solar / Visible,LIGHT,Semiconductor,P2/c,13,28
K2TiIn(SeS5)2_id478_Final_E-4.69.cif,K2TiIn(SeS5)2,-4.6881,0.809,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,16
GeS2_id1226_Final_E-4.67.cif,GeS2,-4.6667,1.701,Solar / Visible,LIGHT,Semiconductor,I4_1/amd,141,12
ScTe4_id4639_Final_E-4.65.cif,ScTe4,-4.6526,0.941,IR / Narrow-Gap,LIGHT,Semiconductor,P3_112,151,15
K2BaZn2CdO20_id1886_Final_E-4.65.cif,K2BaZn2CdO20,-4.6521,0.208,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,26
MgAl3(SeS2)2_id2159_Final_E-4.65.cif,MgAl3(SeS2)2,-4.647,1.369,Solar / Visible,LIGHT,Semiconductor,P1,1,20
KSrCdO9_id242_Final_E-4.64.cif,KSrCdO9,-4.6413,1.338,Solar / Visible,LIGHT,Semiconductor,P1,1,24
Se3N2_id3045_Final_E-4.64.cif,Se3N2,-4.6407,3.168,Wide-Gap Power/LED,LIGHT,Semiconductor,R-3m,166,15
B2Sb3P2_id3904_Final_E-4.64.cif,B2Sb3P2,-4.6383,0.073,IR / Narrow-Gap,LIGHT,Semiconductor,P4_12_12,92,28
K6MgTiAsO12_id4210_Final_E-4.64.cif,K6MgTiAsO12,-4.6376,1.023,Solar / Visible,LIGHT,Semiconductor,P6_322,182,42
SnAs5P2Se_id2785_Final_E-4.63.cif,SnAs5P2Se,-4.6343,0.493,IR / Narrow-Gap,LIGHT,Semiconductor,Pm,6,9
Na4Li4GeO20_id3171_Final_E-4.62.cif,Na4Li4GeO20,-4.6209,3.487,Wide-Gap Power/LED,LIGHT,Semiconductor,P2,3,29
K4BeAl(AsO)4_id2763_Final_E-4.60.cif,K4BeAl(AsO)4,-4.6047,1.361,Solar / Visible,LIGHT,Semiconductor,C2/c,15,28
CaGeS6_id4295_Final_E-4.60.cif,CaGeS6,-4.6024,1.947,Solar / Visible,LIGHT,Semiconductor,P-31c,163,16
BaGe(AsO)2_id778_Final_E-4.59.cif,BaGe(AsO)2,-4.5927,0.819,IR / Narrow-Gap,LIGHT,Semiconductor,Immm,71,12
Sr2SeN_id355_Final_E-4.59.cif,Sr2SeN,-4.5904,1.459,Solar / Visible,LIGHT,Semiconductor,P6_3/mmc,194,8
KSbO20_id4488_Final_E-4.59.cif,KSbO20,-4.59,1.84,Solar / Visible,LIGHT,Semiconductor,P1,1,22
ZnO3_id4725_Final_E-4.59.cif,ZnO3,-4.59,0.371,IR / Narrow-Gap,LIGHT,Semiconductor,P-42_1m,113,16
TeO_id3565_Final_E-4.58.cif,TeO,-4.5838,0.878,IR / Narrow-Gap,LIGHT,Semiconductor,P6/mmm,191,12
AsS2_id149_Final_E-4.58.cif,AsS2,-4.579,1.565,Solar / Visible,LIGHT,Semiconductor,I-42d,122,12
BaNa4(SnO)4_id1083_Final_E-4.57.cif,BaNa4(SnO)4,-4.5657,1.185,Solar / Visible,LIGHT,Semiconductor,P2/c,13,26
BeZnSn2As2(SeO)2_id681_Final_E-4.56.cif,BeZnSn2As2(SeO)2,-4.5619,0.125,IR / Narrow-Gap,LIGHT,Semiconductor,P2_1,4,20
Ga2Si6P_id1513_Final_E-4.56.cif,Ga2Si6P,-4.5609,0.343,IR / Narrow-Gap,LIGHT,Semiconductor,Pnn2,34,18
Mg4Te4S5O4_id2563_Final_E-4.56.cif,Mg4Te4S5O4,-4.559,1.485,Solar / Visible,LIGHT,Semiconductor,P-42_1c,114,34
KO20_id497_Final_E-4.55.cif,KO20,-4.5498,2.417,Wide-Gap Power/LED,LIGHT,Semiconductor,Pc,7,42
Ba2Be2SeS6_id643_Final_E-4.55.cif,Ba2Be2SeS6,-4.5497,0.094,IR / Narrow-Gap,LIGHT,Semiconductor,P2/m,10,11
KC3N4O3_id2671_Final_E-4.55.cif,KC3N4O3,-4.5479,0.906,IR / Narrow-Gap,LIGHT,Semiconductor,Pm-3n,223,22
LiCaS6_id1317_Final_E-4.55.cif,LiCaS6,-4.5464,1.659,Solar / Visible,LIGHT,Semiconductor,P1,1,32
BePSe_id1377_Final_E-4.55.cif,BePSe,-4.5454,1.844,Solar / Visible,LIGHT,Semiconductor,Pc,7,12
LiSbO_id4801_Final_E-4.54.cif,LiSbO,-4.5435,0.441,IR / Narrow-Gap,LIGHT,Semiconductor,P2_12_12,18,12
BeGaSi3SnGeS14_id406_Final_E-4.54.cif,BeGaSi3SnGeS14,-4.5423,1.125,Solar / Visible,LIGHT,Semiconductor,Pc,7,42
NaO5_id2435_Final_E-4.54.cif,NaO5,-4.5422,2.622,Wide-Gap Power/LED,LIGHT,Semiconductor,I4_1/a,88,24
As2P_id2906_Final_E-4.54.cif,As2P,-4.5406,1.346,Solar / Visible,LIGHT,Semiconductor,Cmmm,65,6
LiSeO_id4072_Final_E-4.53.cif,LiSeO,-4.5269,2.175,Solar / Visible,LIGHT,Semiconductor,P4_2/ncm,138,12
KNa2SnSb(SO)4_id3286_Final_E-4.53.cif,KNa2SnSb(SO)4,-4.526,1.16,Solar / Visible,LIGHT,Semiconductor,I222,23,26
Sn5S6_id2617_Final_E-4.52.cif,Sn5S6,-4.5247,0.931,IR / Narrow-Gap,LIGHT,Semiconductor,P-1,2,22
Na4MgSiSnO4_id2445_Final_E-4.52.cif,Na4MgSiSnO4,-4.5247,2.017,Solar / Visible,LIGHT,Semiconductor,I222,23,22
ScS15_id1180_Final_E-4.52.cif,ScS15,-4.5199,1.967,Solar / Visible,LIGHT,Semiconductor,P2_1,4,32
PSe2_id64_Final_E-4.52.cif,PSe2,-4.5167,0.91,IR / Narrow-Gap,LIGHT,Semiconductor,P2/c,13,12
BaLiSe4(S4O)2_id2371_Final_E-4.51.cif,BaLiSe4(S4O)2,-4.513,1.465,Solar / Visible,LIGHT,Semiconductor,P-1,2,32
As3SeS4_id2955_Final_E-4.51.cif,As3SeS4,-4.509,1.257,Solar / Visible,LIGHT,Semiconductor,P1,1,16
BaCd2O9_id3779_Final_E-4.50.cif,BaCd2O9,-4.4992,1.648,Solar / Visible,LIGHT,Semiconductor,I-42d,122,48
NaCdO6_id2379_Final_E-4.50.cif,NaCdO6,-4.4981,1.644,Solar / Visible,LIGHT,Semiconductor,P6_322,182,16
SbS3_id514_Final_E-4.50.cif,SbS3,-4.4978,1.758,Solar / Visible,LIGHT,Semiconductor,P-1,2,8
InS3O_id3415_Final_E-4.50.cif,InS3O,-4.4965,1.701,Solar / Visible,LIGHT,Semiconductor,Cm,8,10
CaBeSiAs_id654_Final_E-4.49.cif,CaBeSiAs,-4.4936,1.004,Solar / Visible,LIGHT,Semiconductor,Pmmn,59,8
Li4Sn2Sb2O3_id2027_Final_E-4.49.cif,Li4Sn2Sb2O3,-4.493,0.55,IR / Narrow-Gap,LIGHT,Semiconductor,P2_1/c,14,44
Mg2Zn2CdIn2Ga2(SN3)2_id3872_Final_E-4.49.cif,Mg2Zn2CdIn2Ga2(SN3)2,-4.4926,0.144,IR / Narrow-Gap,LIGHT,Semiconductor,P3_121,152,51
AsS8N_id3209_Final_E-4.49.cif,AsS8N,-4.4916,1.62,Solar / Visible,LIGHT,Semiconductor,P2/c,13,20
As_id1598_Final_E-4.49.cif,As,-4.4861,0.411,IR / Narrow-Gap,LIGHT,Semiconductor,Pccm,49,10
CaIn4GaS8_id2340_Final_E-4.48.cif,CaIn4GaS8,-4.4849,1.613,Solar / Visible,LIGHT,Semiconductor,P1,1,28
Sn(BS5)2_id3526_Final_E-4.48.cif,Sn(BS5)2,-4.4815,1.201,Solar / Visible,LIGHT,Semiconductor,C2/c,15,52
MgAlPS_id3826_Final_E-4.48.cif,MgAlPS,-4.478,0.721,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,24
MgS_id1153_Final_E-4.48.cif,MgS,-4.4762,2.497,Wide-Gap Power/LED,LIGHT,Semiconductor,Aea2,41,16
Na5Cd(PO)4_id1727_Final_E-4.46.cif,Na5Cd(PO)4,-4.4647,1.621,Solar / Visible,LIGHT,Semiconductor,P-1,2,56
LiSiSnGeAsP2(Se3S4)2_id4717_Final_E-4.45.cif,LiSiSnGeAsP2(Se3S4)2,-4.4528,1.226,Solar / Visible,LIGHT,Semiconductor,P2_1,4,42
SbPSeS6_id1630_Final_E-4.45.cif,SbPSeS6,-4.4526,0.839,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,9
SrO4_id1399_Final_E-4.44.cif,SrO4,-4.4443,2.899,Wide-Gap Power/LED,LIGHT,Semiconductor,Im-3m,229,10
GeSeS2_id3373_Final_E-4.44.cif,GeSeS2,-4.4405,0.616,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,16
PSe_id1206_Final_E-4.44.cif,PSe,-4.4401,1.545,Solar / Visible,LIGHT,Semiconductor,P6_522,179,12
SiAs2PSeS16_id786_Final_E-4.44.cif,SiAs2PSeS16,-4.4377,1.127,Solar / Visible,LIGHT,Semiconductor,P2_1,4,42
KNaCdSbAs2PSNO_id3789_Final_E-4.44.cif,KNaCdSbAs2PSNO,-4.4372,1.06,Solar / Visible,LIGHT,Semiconductor,Cc,9,40
As_id1788_Final_E-4.43.cif,As,-4.4307,0.835,IR / Narrow-Gap,LIGHT,Semiconductor,Ia-3,206,56
GeAs6Se_id1064_Final_E-4.43.cif,GeAs6Se,-4.4288,0.647,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,32
KLiO2_id4541_Final_E-4.43.cif,KLiO2,-4.4259,0.937,IR / Narrow-Gap,LIGHT,Semiconductor,I4_122,98,16
SrLiP2(SeS)4_id4336_Final_E-4.42.cif,SrLiP2(SeS)4,-4.4212,0.541,IR / Narrow-Gap,LIGHT,Semiconductor,I-42d,122,48
LiCdO6_id4942_Final_E-4.42.cif,LiCdO6,-4.4191,0.678,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,16
KLi(SnS2)2_id1455_Final_E-4.42.cif,KLi(SnS2)2,-4.4175,0.062,IR / Narrow-Gap,LIGHT,Semiconductor,I2_12_12_1,24,32
GeAs7Se4_id2499_Final_E-4.42.cif,GeAs7Se4,-4.4174,0.964,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,48
O2_id4011_Final_E-4.41.cif,O2,-4.4122,1.511,Solar / Visible,LIGHT,Semiconductor,Pba2,32,22
O2_id3917_Final_E-4.41.cif,O2,-4.411,1.745,Solar / Visible,LIGHT,Semiconductor,Pc,7,42
Ba2As2PSe5_id1854_Final_E-4.41.cif,Ba2As2PSe5,-4.411,1.277,Solar / Visible,LIGHT,Semiconductor,P-1,2,20
LiAl2Si(TeS)2_id3041_Final_E-4.41.cif,LiAl2Si(TeS)2,-4.4105,1.386,Solar / Visible,LIGHT,Semiconductor,Pcca,54,32
KO4_id172_Final_E-4.41.cif,KO4,-4.4071,2.202,Wide-Gap Power/LED,LIGHT,Semiconductor,P4nc,104,40
Zn2Cd(GaO2)2_id2312_Final_E-4.40.cif,Zn2Cd(GaO2)2,-4.4034,0.731,IR / Narrow-Gap,LIGHT,Semiconductor,P4_2/m,84,18
LiSi2As_id3798_Final_E-4.40.cif,LiSi2As,-4.3986,1.082,Solar / Visible,LIGHT,Semiconductor,P4_32_12,96,16
In3P5S19_id4847_Final_E-4.39.cif,In3P5S19,-4.3944,1.295,Solar / Visible,LIGHT,Semiconductor,P1,1,27
Li3Ca2Sn2(GeO)2_id3186_Final_E-4.39.cif,Li3Ca2Sn2(GeO)2,-4.3919,0.1,IR / Narrow-Gap,LIGHT,Semiconductor,P-1,2,44
PS9_id3430_Final_E-4.39.cif,PS9,-4.3918,0.481,IR / Narrow-Gap,LIGHT,Semiconductor,Pcc2,27,40
KCdO6_id3208_Final_E-4.39.cif,KCdO6,-4.3864,2.011,Solar / Visible,LIGHT,Semiconductor,P1,1,16
KGaPS2_id3589_Final_E-4.38.cif,KGaPS2,-4.384,2.317,Wide-Gap Power/LED,LIGHT,Semiconductor,P1,1,15
Na3Li3S4O3_id3375_Final_E-4.38.cif,Na3Li3S4O3,-4.3839,2.156,Solar / Visible,LIGHT,Semiconductor,P-1,2,26
CSe5S2_id2454_Final_E-4.38.cif,CSe5S2,-4.3771,0.958,IR / Narrow-Gap,LIGHT,Semiconductor,P-1,2,16
Sb3S2_id2690_Final_E-4.37.cif,Sb3S2,-4.3741,0.376,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,10
CaZnO2_id329_Final_E-4.37.cif,CaZnO2,-4.3733,2.818,Wide-Gap Power/LED,LIGHT,Semiconductor,I4/mcm,140,16
NaLi2AlGeP2O_id4719_Final_E-4.37.cif,NaLi2AlGeP2O,-4.3707,1.442,Solar / Visible,LIGHT,Semiconductor,P4_322,95,32
NaZnO2_id1290_Final_E-4.37.cif,NaZnO2,-4.3696,0.34,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,16
AlSe_id4734_Final_E-4.37.cif,AlSe,-4.3691,1.858,Solar / Visible,LIGHT,Semiconductor,Pca2_1,29,8
BeAs_id1897_Final_E-4.37.cif,BeAs,-4.3661,1.332,Solar / Visible,LIGHT,Semiconductor,C222_1,20,16
SbAsS18O_id2721_Final_E-4.36.cif,SbAsS18O,-4.3592,0.455,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,21
Li2Zn2Sb2O3_id2390_Final_E-4.36.cif,Li2Zn2Sb2O3,-4.3561,0.855,IR / Narrow-Gap,LIGHT,Semiconductor,P2_1/c,14,36
KLi2(TeO)4_id412_Final_E-4.36.cif,KLi2(TeO)4,-4.356,0.946,IR / Narrow-Gap,LIGHT,Semiconductor,C2,5,22
Ca2Sn3(Te2S)2_id3587_Final_E-4.36.cif,Ca2Sn3(Te2S)2,-4.3555,0.98,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,22
As2PS8_id2071_Final_E-4.35.cif,As2PS8,-4.3548,1.604,Solar / Visible,LIGHT,Semiconductor,Pmn2_1,31,22
Li4BP10(NO)4_id4404_Final_E-4.35.cif,Li4BP10(NO)4,-4.3505,0.796,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,46
O2_id2775_Final_E-4.35.cif,O2,-4.3496,0.26,IR / Narrow-Gap,LIGHT,Semiconductor,Pba2,32,22
Li4Mg3(S4N)2_id4309_Final_E-4.35.cif,Li4Mg3(S4N)2,-4.3464,2.085,Solar / Visible,LIGHT,Semiconductor,P2_1,4,34
O2_id2146_Final_E-4.34.cif,O2,-4.3439,1.114,Solar / Visible,LIGHT,Semiconductor,Pba2,32,28
Cd(SiSe2)2_id835_Final_E-4.33.cif,Cd(SiSe2)2,-4.3341,1.664,Solar / Visible,LIGHT,Semiconductor,P-42m,111,7
ZnSiGe(SeS2)2_id392_Final_E-4.33.cif,ZnSiGe(SeS2)2,-4.331,0.814,IR / Narrow-Gap,LIGHT,Semiconductor,P-42_1m,113,18
KSbS12_id1668_Final_E-4.33.cif,KSbS12,-4.3304,0.706,IR / Narrow-Gap,LIGHT,Semiconductor,C2/c,15,56
TeAs3PSe_id4744_Final_E-4.32.cif,TeAs3PSe,-4.3226,0.924,IR / Narrow-Gap,LIGHT,Semiconductor,Pca2_1,29,24
CdN_id433_Final_E-4.32.cif,CdN,-4.3169,1.386,Solar / Visible,LIGHT,Semiconductor,P2/m,10,8
Sb(AsSe)2_id2914_Final_E-4.31.cif,Sb(AsSe)2,-4.3137,0.78,IR / Narrow-Gap,LIGHT,Semiconductor,Pcca,54,20
KNa2Se3(SO)3_id4409_Final_E-4.31.cif,KNa2Se3(SO)3,-4.3063,1.144,Solar / Visible,LIGHT,Semiconductor,P1,1,12
KBe2BAs2_id1119_Final_E-4.30.cif,KBe2BAs2,-4.3022,0.667,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,18
LiMg(InS2)2_id2685_Final_E-4.30.cif,LiMg(InS2)2,-4.2994,1.984,Solar / Visible,LIGHT,Semiconductor,I-42m,121,16
LiMgS4_id1655_Final_E-4.29.cif,LiMgS4,-4.2917,2.496,Wide-Gap Power/LED,LIGHT,Semiconductor,P-1,2,48
GeS6_id2263_Final_E-4.29.cif,GeS6,-4.29,0.666,IR / Narrow-Gap,LIGHT,Semiconductor,Fdd2,43,28
KMg(GaS2)2_id3845_Final_E-4.28.cif,KMg(GaS2)2,-4.2825,2.356,Wide-Gap Power/LED,LIGHT,Semiconductor,Fdd2,43,32
SbAsS13_id3628_Final_E-4.28.cif,SbAsS13,-4.2772,1.041,Solar / Visible,LIGHT,Semiconductor,P1,1,15
KLi4Ga6AsPO8_id3658_Final_E-4.27.cif,KLi4Ga6AsPO8,-4.2667,1.713,Solar / Visible,LIGHT,Semiconductor,P1,1,42
GaSnAsSe2S_id2016_Final_E-4.26.cif,GaSnAsSe2S,-4.2554,1.154,Solar / Visible,LIGHT,Semiconductor,P1,1,12
SrTe_id349_Final_E-4.25.cif,SrTe,-4.2541,1.227,Solar / Visible,LIGHT,Semiconductor,P4/m,83,8
NaZnO2_id914_Final_E-4.25.cif,NaZnO2,-4.2518,1.268,Solar / Visible,LIGHT,Semiconductor,I4_122,98,16
Na2CdSe3(S4O)3_id4385_Final_E-4.25.cif,Na2CdSe3(S4O)3,-4.2512,1.757,Solar / Visible,LIGHT,Semiconductor,P31m,157,21
Sb2TeSeS3_id631_Final_E-4.25.cif,Sb2TeSeS3,-4.2464,1.293,Solar / Visible,LIGHT,Semiconductor,P2_1/c,14,28
Li2As(PSe)2_id1942_Final_E-4.24.cif,Li2As(PSe)2,-4.2388,1.7,Solar / Visible,LIGHT,Semiconductor,P1,1,14
Li2AsP2_id3764_Final_E-4.23.cif,Li2AsP2,-4.2281,1.204,Solar / Visible,LIGHT,Semiconductor,Cc,9,20
MgS4_id614_Final_E-4.22.cif,MgS4,-4.2202,1.863,Solar / Visible,LIGHT,Semiconductor,P3_221,154,15
InS5_id875_Final_E-4.22.cif,InS5,-4.2188,2.014,Solar / Visible,LIGHT,Semiconductor,Aea2,41,24
Li10Ga(PO2)2_id3508_Final_E-4.22.cif,Li10Ga(PO2)2,-4.2168,0.489,IR / Narrow-Gap,LIGHT,Semiconductor,P2/c,13,34
K2Te2AsP3S2_id2206_Final_E-4.21.cif,K2Te2AsP3S2,-4.2084,0.96,IR / Narrow-Gap,LIGHT,Semiconductor,Pcca,54,40
Sb(SeS)2_id1209_Final_E-4.21.cif,Sb(SeS)2,-4.206,0.547,IR / Narrow-Gap,LIGHT,Semiconductor,P-1,2,10
MgGeTeS2_id3129_Final_E-4.20.cif,MgGeTeS2,-4.1981,0.447,IR / Narrow-Gap,LIGHT,Semiconductor,Aea2,41,40
TeAs6Se_id2010_Final_E-4.20.cif,TeAs6Se,-4.1968,0.133,IR / Narrow-Gap,LIGHT,Semiconductor,P-1,2,16
LiSb5As3P_id4506_Final_E-4.19.cif,LiSb5As3P,-4.1943,0.551,IR / Narrow-Gap,LIGHT,Semiconductor,P2_1,4,20
KZn3O7_id2798_Final_E-4.19.cif,KZn3O7,-4.1911,1.897,Solar / Visible,LIGHT,Semiconductor,Pm-3n,223,22
BaLi2PO_id2166_Final_E-4.19.cif,BaLi2PO,-4.1903,2.498,Wide-Gap Power/LED,LIGHT,Semiconductor,P-1,2,20
AsSe2_id418_Final_E-4.19.cif,AsSe2,-4.1861,1.086,Solar / Visible,LIGHT,Semiconductor,P1,1,6
Ti12B_id4664_Final_E-4.18.cif,Ti12B,-4.182,2.468,Wide-Gap Power/LED,LIGHT,Semiconductor,I432,211,26
ZnN_id1045_Final_E-4.18.cif,ZnN,-4.1815,0.651,IR / Narrow-Gap,LIGHT,Semiconductor,Pbca,61,16
MgS8_id932_Final_E-4.18.cif,MgS8,-4.1767,1.372,Solar / Visible,LIGHT,Semiconductor,P-42_1m,113,18
SbTeAs3_id923_Final_E-4.18.cif,SbTeAs3,-4.1765,0.801,IR / Narrow-Gap,LIGHT,Semiconductor,Pnn2,34,10
LiMg3Se3O4_id1379_Final_E-4.17.cif,LiMg3Se3O4,-4.1697,1.235,Solar / Visible,LIGHT,Semiconductor,Pm-3n,223,22
Al2ZnSiSe4_id830_Final_E-4.17.cif,Al2ZnSiSe4,-4.1697,1.986,Solar / Visible,LIGHT,Semiconductor,I-42m,121,16
CaZn3C4O3_id4317_Final_E-4.17.cif,CaZn3C4O3,-4.1674,0.672,IR / Narrow-Gap,LIGHT,Semiconductor,Pm-3n,223,22
S_id2518_Final_E-4.16.cif,S,-4.1647,1.315,Solar / Visible,LIGHT,Semiconductor,Pbca,61,16
LiBP2Se14S3_id663_Final_E-4.16.cif,LiBP2Se14S3,-4.1645,1.209,Solar / Visible,LIGHT,Semiconductor,P1,1,21
AlCd2Ge(AsS)4_id4909_Final_E-4.16.cif,AlCd2Ge(AsS)4,-4.164,1.29,Solar / Visible,LIGHT,Semiconductor,P1,1,24
Li(MgP2)2_id541_Final_E-4.16.cif,Li(MgP2)2,-4.1613,0.509,IR / Narrow-Gap,LIGHT,Semiconductor,I4_1/a,88,28
Cd2(SO)3_id1761_Final_E-4.16.cif,Cd2(SO)3,-4.1612,1.218,Solar / Visible,LIGHT,Semiconductor,P6_3/mcm,193,16
GeSb2Se7_id2205_Final_E-4.16.cif,GeSb2Se7,-4.161,0.565,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,20
BAs12_id2172_Final_E-4.16.cif,BAs12,-4.157,0.793,IR / Narrow-Gap,LIGHT,Semiconductor,I432,211,26
BAs12_id2285_Final_E-4.16.cif,BAs12,-4.1565,0.921,IR / Narrow-Gap,LIGHT,Semiconductor,I432,211,26
S_id3890_Final_E-4.15.cif,S,-4.1543,2.257,Wide-Gap Power/LED,LIGHT,Semiconductor,Pccn,56,12
S_id454_Final_E-4.15.cif,S,-4.1538,1.421,Solar / Visible,LIGHT,Semiconductor,Pbca,61,16
LiInGeSe4_id1472_Final_E-4.15.cif,LiInGeSe4,-4.1535,1.254,Solar / Visible,LIGHT,Semiconductor,P-42m,111,7
Na4Li3TeO4_id4657_Final_E-4.15.cif,Na4Li3TeO4,-4.153,1.932,Solar / Visible,LIGHT,Semiconductor,P-1,2,24
K2NaS10_id4043_Final_E-4.15.cif,K2NaS10,-4.151,0.852,IR / Narrow-Gap,LIGHT,Semiconductor,P-1,2,26
S_id71_Final_E-4.15.cif,S,-4.1502,1.139,Solar / Visible,LIGHT,Semiconductor,Cc,9,12
S_id4176_Final_E-4.15.cif,S,-4.1485,0.972,IR / Narrow-Gap,LIGHT,Semiconductor,Pbca,61,24
Ga2SiS2_id1089_Final_E-4.15.cif,Ga2SiS2,-4.1472,1.399,Solar / Visible,LIGHT,Semiconductor,Pa-3,205,20
Li2AlInSe4_id2801_Final_E-4.15.cif,Li2AlInSe4,-4.1463,1.713,Solar / Visible,LIGHT,Semiconductor,I2_12_12_1,24,32
S_id4313_Final_E-4.14.cif,S,-4.1409,0.865,IR / Narrow-Gap,LIGHT,Semiconductor,Pc,7,20
Li2Zn3O8_id1738_Final_E-4.14.cif,Li2Zn3O8,-4.1401,1.887,Solar / Visible,LIGHT,Semiconductor,C2/c,15,52
KS7_id751_Final_E-4.13.cif,KS7,-4.1346,0.516,IR / Narrow-Gap,LIGHT,Semiconductor,R32,155,24
GeSe3_id97_Final_E-4.13.cif,GeSe3,-4.1331,0.946,IR / Narrow-Gap,LIGHT,Semiconductor,Pna2_1,33,16
CdO_id3739_Final_E-4.13.cif,CdO,-4.1329,0.33,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,16
NaGeS24_id3401_Final_E-4.13.cif,NaGeS24,-4.1315,1.066,Solar / Visible,LIGHT,Semiconductor,P4/n,85,52
SnSe3_id4123_Final_E-4.13.cif,SnSe3,-4.1292,0.776,IR / Narrow-Gap,LIGHT,Semiconductor,P1,1,16
