file_name,formula,energy,bandgap,Application_Class,type,space_group_symbol,space_group_number,num_atoms
LiSnSbAs3_id3735_Final_E-3.85.cif,LiSnSbAs3,-3.8546,0.053,IR / Narrow-Gap,Semiconductor,Pmmm,47,6
ZnGeO_id203_Final_E-3.85.cif,ZnGeO,-3.8467,0.747,IR / Narrow-Gap,Semiconductor,P4_2/mmc,131,12
SeS_id2998_Final_E-3.85.cif,SeS,-3.8456,1.11,Solar / Visible,Semiconductor,P4/m,83,8
SeS_id4927_Final_E-3.85.cif,SeS,-3.845,0.785,IR / Narrow-Gap,Semiconductor,P4/m,83,8
Te3S4_id4609_Final_E-3.84.cif,Te3S4,-3.8425,0.218,IR / Narrow-Gap,Semiconductor,P6_3/m,176,14
CaCd2Ga4Si(GeSe2)4_id3624_Final_E-3.84.cif,CaCd2Ga4Si(GeSe2)4,-3.8424,0.141,IR / Narrow-Gap,Semiconductor,I222,23,40
Cd(GeSe4)2_id2270_Final_E-3.84.cif,Cd(GeSe4)2,-3.8423,1.038,Solar / Visible,Semiconductor,P-42m,111,11
KBe(InS)2_id1148_Final_E-3.84.cif,KBe(InS)2,-3.8373,1.249,Solar / Visible,Semiconductor,P1,1,18
Li2CdGeSe4_id389_Final_E-3.84.cif,Li2CdGeSe4,-3.8362,0.678,IR / Narrow-Gap,Semiconductor,I-42d,122,32
BS12_id2011_Final_E-3.83.cif,BS12,-3.8345,0.06,IR / Narrow-Gap,Semiconductor,I432,211,26
InSn2(TeSe2)3_id1422_Final_E-3.83.cif,InSn2(TeSe2)3,-3.8309,0.217,IR / Narrow-Gap,Semiconductor,P6mm,183,12
TiZn4SnS8_id1908_Final_E-3.83.cif,TiZn4SnS8,-3.8305,1.39,Solar / Visible,Semiconductor,P4/mmm,123,28
Li4SnTeSe2_id4773_Final_E-3.82.cif,Li4SnTeSe2,-3.8234,1.505,Solar / Visible,Semiconductor,Cmcm,63,32
In4S7_id3982_Final_E-3.82.cif,In4S7,-3.8214,0.233,IR / Narrow-Gap,Semiconductor,Im-3m,229,22
Ge(Te3S4)2_id1330_Final_E-3.82.cif,Ge(Te3S4)2,-3.8211,0.064,IR / Narrow-Gap,Semiconductor,P6_3/mcm,193,30
CdS4_id2123_Final_E-3.82.cif,CdS4,-3.8206,1.49,Solar / Visible,Semiconductor,I4_1/a,88,20
BO12_id3854_Final_E-3.82.cif,BO12,-3.818,1.567,Solar / Visible,Semiconductor,I432,211,26
SrLiSb4_id1691_Final_E-3.82.cif,SrLiSb4,-3.8167,0.413,IR / Narrow-Gap,Semiconductor,I4_1/a,88,24
K2BaLiTeO_id3567_Final_E-3.81.cif,K2BaLiTeO,-3.8115,1.609,Solar / Visible,Semiconductor,P1,1,12
KNa4GeS4_id2533_Final_E-3.81.cif,KNa4GeS4,-3.8103,2.077,Solar / Visible,Semiconductor,P1,1,20
K2Na2Ga3O8_id4055_Final_E-3.81.cif,K2Na2Ga3O8,-3.8093,1.994,Solar / Visible,Semiconductor,P1,1,30
K2Te4SeS4_id4748_Final_E-3.81.cif,K2Te4SeS4,-3.8056,0.946,IR / Narrow-Gap,Semiconductor,C2/c,15,44
BaNa2Cd2SiTeO3_id1781_Final_E-3.80.cif,BaNa2Cd2SiTeO3,-3.8013,1.658,Solar / Visible,Semiconductor,P-6m2,187,10
ZnTePS_id785_Final_E-3.80.cif,ZnTePS,-3.8008,1.38,Solar / Visible,Semiconductor,P6_4,172,24
Na(GeTe2)2_id2790_Final_E-3.80.cif,Na(GeTe2)2,-3.7962,0.883,IR / Narrow-Gap,Semiconductor,P-42m,111,7
Ga4Si3_id294_Final_E-3.79.cif,Ga4Si3,-3.7929,0.102,IR / Narrow-Gap,Semiconductor,I-43d,220,28
KSn3O2_id1591_Final_E-3.79.cif,KSn3O2,-3.7922,0.136,IR / Narrow-Gap,Semiconductor,Pmmm,47,6
K2Ba4NaLi8B4Sb4PO5_id1634_Final_E-3.78.cif,K2Ba4NaLi8B4Sb4PO5,-3.7776,0.161,IR / Narrow-Gap,Semiconductor,P4,75,29
Al2Cd(GaSe2)2_id1825_Final_E-3.78.cif,Al2Cd(GaSe2)2,-3.776,0.365,IR / Narrow-Gap,Semiconductor,P-42m,111,9
Li(TeAs)2_id1435_Final_E-3.77.cif,Li(TeAs)2,-3.7738,1.044,Solar / Visible,Semiconductor,C2/c,15,20
Ga2SnTe4_id2342_Final_E-3.77.cif,Ga2SnTe4,-3.7729,0.354,IR / Narrow-Gap,Semiconductor,P-42m,111,7
Li3(Te3S2)2_id1651_Final_E-3.76.cif,Li3(Te3S2)2,-3.7591,0.092,IR / Narrow-Gap,Semiconductor,P1,1,13
K4O3_id4859_Final_E-3.75.cif,K4O3,-3.7513,2.019,Solar / Visible,Semiconductor,P6_3/mmc,194,28
Al2ZnTe4_id3920_Final_E-3.75.cif,Al2ZnTe4,-3.7511,1.102,Solar / Visible,Semiconductor,P-42m,111,7
NaAs2_id297_Final_E-3.75.cif,NaAs2,-3.7491,0.694,IR / Narrow-Gap,Semiconductor,P4_2/m,84,18
Li(AlTe)4_id1681_Final_E-3.75.cif,Li(AlTe)4,-3.7456,0.375,IR / Narrow-Gap,Semiconductor,P-42m,111,9
NaZn(AsS)2_id659_Final_E-3.75.cif,NaZn(AsS)2,-3.7453,1.485,Solar / Visible,Semiconductor,I4_122,98,24
SeS_id1874_Final_E-3.74.cif,SeS,-3.7414,1.85,Solar / Visible,Semiconductor,Pbca,61,16
LiGaTe4PS2_id4542_Final_E-3.74.cif,LiGaTe4PS2,-3.7397,1.431,Solar / Visible,Semiconductor,Pcca,54,36
Mg2CdS4_id400_Final_E-3.74.cif,Mg2CdS4,-3.737,2.306,Wide-Gap Power/LED,Semiconductor,P-1,2,28
TeS_id1869_Final_E-3.73.cif,TeS,-3.7337,0.73,IR / Narrow-Gap,Semiconductor,Pbca,61,16
Sn2Se19S2_id1305_Final_E-3.73.cif,Sn2Se19S2,-3.731,0.654,IR / Narrow-Gap,Semiconductor,Pba2,32,46
LiSe_id3860_Final_E-3.73.cif,LiSe,-3.7295,0.49,IR / Narrow-Gap,Semiconductor,P4_32_12,96,8
LiSe_id1243_Final_E-3.73.cif,LiSe,-3.7281,0.739,IR / Narrow-Gap,Semiconductor,I-42d,122,16
Li4TeSeS_id4588_Final_E-3.72.cif,Li4TeSeS,-3.723,0.648,IR / Narrow-Gap,Semiconductor,Aea2,41,56
KS_id1087_Final_E-3.72.cif,KS,-3.7219,1.621,Solar / Visible,Semiconductor,Pnma,62,24
Be4Sb3_id4500_Final_E-3.72.cif,Be4Sb3,-3.7194,0.296,IR / Narrow-Gap,Semiconductor,I-43d,220,28
Mg3Zn4In2GaTe4(S4N)2_id3685_Final_E-3.72.cif,Mg3Zn4In2GaTe4(S4N)2,-3.716,1.45,Solar / Visible,Semiconductor,C2,5,48
CaSi_id3851_Final_E-3.72.cif,CaSi,-3.716,0.469,IR / Narrow-Gap,Semiconductor,P6_3/mmc,194,8
K4Li3O4_id2903_Final_E-3.71.cif,K4Li3O4,-3.7083,1.827,Solar / Visible,Semiconductor,Pm-3n,223,22
MgInSn(TeSe)4_id4192_Final_E-3.71.cif,MgInSn(TeSe)4,-3.707,0.39,IR / Narrow-Gap,Semiconductor,C2,5,22
Al4InTe4_id4628_Final_E-3.71.cif,Al4InTe4,-3.7054,0.066,IR / Narrow-Gap,Semiconductor,P-42m,111,9
Ga2Te2As_id2641_Final_E-3.69.cif,Ga2Te2As,-3.6853,1.134,Solar / Visible,Semiconductor,P3_221,154,15
CaZnCd2O2_id4378_Final_E-3.68.cif,CaZnCd2O2,-3.6845,1.206,Solar / Visible,Semiconductor,P4_2/mmc,131,12
K3NaLi4Zn4P(S2O)2_id4754_Final_E-3.68.cif,K3NaLi4Zn4P(S2O)2,-3.6787,2.219,Wide-Gap Power/LED,Semiconductor,C2,5,38
SrLi2(GaSi2)2_id4388_Final_E-3.67.cif,SrLi2(GaSi2)2,-3.672,0.616,IR / Narrow-Gap,Semiconductor,Amm2,38,18
KZn2InS4_id4648_Final_E-3.67.cif,KZn2InS4,-3.6661,1.976,Solar / Visible,Semiconductor,I-42d,122,32
SrLiMg7AlSiTePS3O_id4565_Final_E-3.67.cif,SrLiMg7AlSiTePS3O,-3.6654,1.495,Solar / Visible,Semiconductor,P2_1,4,34
SrLi2PO_id1483_Final_E-3.66.cif,SrLi2PO,-3.6579,0.84,IR / Narrow-Gap,Semiconductor,P4_2/mmc,131,10
Mg2SeS2_id4108_Final_E-3.65.cif,Mg2SeS2,-3.6541,2.256,Wide-Gap Power/LED,Semiconductor,Pn-3m,224,10
KNaO_id4708_Final_E-3.65.cif,KNaO,-3.6531,1.361,Solar / Visible,Semiconductor,C2,5,12
Sn(Te2Se)2_id3160_Final_E-3.65.cif,Sn(Te2Se)2,-3.6528,0.814,IR / Narrow-Gap,Semiconductor,I-42d,122,28
AlCd(GeTe2)2_id4994_Final_E-3.64.cif,AlCd(GeTe2)2,-3.6359,0.842,IR / Narrow-Gap,Semiconductor,P1,1,32
K2ZnSi2TeAs4_id1839_Final_E-3.64.cif,K2ZnSi2TeAs4,-3.6353,0.084,IR / Narrow-Gap,Semiconductor,I4_1/a,88,40
Sr4(CaS)3_id379_Final_E-3.63.cif,Sr4(CaS)3,-3.6327,1.435,Solar / Visible,Semiconductor,I-43d,220,40
Be2Sb_id1658_Final_E-3.62.cif,Be2Sb,-3.6194,0.595,IR / Narrow-Gap,Semiconductor,Pbcn,60,12
Se2S_id1830_Final_E-3.61.cif,Se2S,-3.6106,1.347,Solar / Visible,Semiconductor,Pbcn,60,12
K6Li6PO6_id442_Final_E-3.60.cif,K6Li6PO6,-3.6027,1.491,Solar / Visible,Semiconductor,Pm-3,200,19
CdTeSeS2_id3913_Final_E-3.57.cif,CdTeSeS2,-3.572,1.431,Solar / Visible,Semiconductor,P622,177,30
Be2ZnTe4_id3972_Final_E-3.57.cif,Be2ZnTe4,-3.5707,1.604,Solar / Visible,Semiconductor,P-42m,111,7
K3Na2Li2O3_id4160_Final_E-3.57.cif,K3Na2Li2O3,-3.5682,2.848,Wide-Gap Power/LED,Semiconductor,P1,1,40
NaTeSe3_id1530_Final_E-3.57.cif,NaTeSe3,-3.5656,0.916,IR / Narrow-Gap,Semiconductor,Cc,9,20
Li2ZnSe4_id2608_Final_E-3.56.cif,Li2ZnSe4,-3.5557,0.29,IR / Narrow-Gap,Semiconductor,Pnma,62,28
Cd3Ga4Sn(TeS)4_id3222_Final_E-3.56.cif,Cd3Ga4Sn(TeS)4,-3.5552,0.522,IR / Narrow-Gap,Semiconductor,C2,5,32
KSnSbTe_id4966_Final_E-3.55.cif,KSnSbTe,-3.5545,0.057,IR / Narrow-Gap,Semiconductor,Pcc2,27,16
K2ZnS5O2_id4400_Final_E-3.55.cif,K2ZnS5O2,-3.5544,0.348,IR / Narrow-Gap,Semiconductor,Pc,7,20
Se_id2574_Final_E-3.54.cif,Se,-3.5401,1.249,Solar / Visible,Semiconductor,C2,5,8
Se_id2999_Final_E-3.54.cif,Se,-3.5387,0.591,IR / Narrow-Gap,Semiconductor,Pbca,61,16
MgCdTeSe6_id3880_Final_E-3.54.cif,MgCdTeSe6,-3.5357,0.411,IR / Narrow-Gap,Semiconductor,P-31c,163,18
Te4PSe_id3125_Final_E-3.53.cif,Te4PSe,-3.5344,0.682,IR / Narrow-Gap,Semiconductor,Pm,6,6
KLi7B6Sb_id3352_Final_E-3.53.cif,KLi7B6Sb,-3.5286,2.023,Solar / Visible,Semiconductor,P312,149,15
ZnGa2SiTe4_id4533_Final_E-3.53.cif,ZnGa2SiTe4,-3.5284,0.982,IR / Narrow-Gap,Semiconductor,I-42m,121,16
K2O_id1577_Final_E-3.52.cif,K2O,-3.5179,1.065,Solar / Visible,Semiconductor,P-1,2,12
LiSn5_id4331_Final_E-3.52.cif,LiSn5,-3.5173,0.071,IR / Narrow-Gap,Semiconductor,P4/mmm,123,6
Te4AsSe2_id2598_Final_E-3.52.cif,Te4AsSe2,-3.5172,0.761,IR / Narrow-Gap,Semiconductor,I-42d,122,28
Li5(ZnN)2_id3147_Final_E-3.51.cif,Li5(ZnN)2,-3.5144,0.722,IR / Narrow-Gap,Semiconductor,Pbcn,60,36
Zn2InSe4_id1628_Final_E-3.51.cif,Zn2InSe4,-3.5107,1.254,Solar / Visible,Semiconductor,P-42m,111,7
As_id608_Final_E-3.51.cif,As,-3.5095,1.928,Solar / Visible,Semiconductor,I4/mmm,139,4
Li7Mg2Cd(TeSe3)2_id4799_Final_E-3.51.cif,Li7Mg2Cd(TeSe3)2,-3.5065,0.694,IR / Narrow-Gap,Semiconductor,P2_1,4,36
Li2Ti_id2725_Final_E-3.50.cif,Li2Ti,-3.4956,0.956,IR / Narrow-Gap,Semiconductor,P-1,2,24
NaAl4Zn2(GaTe4)2_id2741_Final_E-3.49.cif,NaAl4Zn2(GaTe4)2,-3.4908,1.272,Solar / Visible,Semiconductor,P1,1,34
K2Ba3O3_id3849_Final_E-3.48.cif,K2Ba3O3,-3.4799,0.261,IR / Narrow-Gap,Semiconductor,Pn-3m,224,16
ZnN_id4087_Final_E-3.48.cif,ZnN,-3.4768,0.053,IR / Narrow-Gap,Semiconductor,P6_222,180,12
Li2GaTe4_id2079_Final_E-3.48.cif,Li2GaTe4,-3.4764,0.074,IR / Narrow-Gap,Semiconductor,P2_1/c,14,28
K4MgP4_id4930_Final_E-3.47.cif,K4MgP4,-3.4703,1.447,Solar / Visible,Semiconductor,P-1,2,36
Na(TeSe)2_id841_Final_E-3.46.cif,Na(TeSe)2,-3.4614,1.345,Solar / Visible,Semiconductor,Cc,9,20
BSe12_id3732_Final_E-3.45.cif,BSe12,-3.4497,0.703,IR / Narrow-Gap,Semiconductor,I432,211,26
Li2S_id3912_Final_E-3.44.cif,Li2S,-3.4367,3.094,Wide-Gap Power/LED,Semiconductor,P1,1,18
Li5Mg2GeO12_id177_Final_E-3.43.cif,Li5Mg2GeO12,-3.4295,0.336,IR / Narrow-Gap,Semiconductor,I-42m,121,40
LiAs_id3899_Final_E-3.43.cif,LiAs,-3.429,0.801,IR / Narrow-Gap,Semiconductor,P4_222,93,16
Li5(GaTe2)2_id2373_Final_E-3.43.cif,Li5(GaTe2)2,-3.429,0.99,IR / Narrow-Gap,Semiconductor,P-42m,111,11
Li3Te2_id1416_Final_E-3.41.cif,Li3Te2,-3.4098,0.194,IR / Narrow-Gap,Semiconductor,P1,1,10
K2Ba2Na2Sr2GaAs2Se3_id3686_Final_E-3.41.cif,K2Ba2Na2Sr2GaAs2Se3,-3.4079,1.123,Solar / Visible,Semiconductor,P2_1/c,14,28
BeZn2(GeTe2)2_id1287_Final_E-3.40.cif,BeZn2(GeTe2)2,-3.3984,0.736,IR / Narrow-Gap,Semiconductor,P222,16,9
K2BaLi2InO2_id2750_Final_E-3.40.cif,K2BaLi2InO2,-3.3982,0.523,IR / Narrow-Gap,Semiconductor,P-3m1,164,8
Be2GaTe2_id2714_Final_E-3.40.cif,Be2GaTe2,-3.3954,1.514,Solar / Visible,Semiconductor,C2/c,15,20
KLiInTe4_id3970_Final_E-3.38.cif,KLiInTe4,-3.3804,0.268,IR / Narrow-Gap,Semiconductor,I222,23,14
K2Te7_id1025_Final_E-3.38.cif,K2Te7,-3.3762,0.118,IR / Narrow-Gap,Semiconductor,C2/c,15,36
Zn4Si(SO)2_id882_Final_E-3.36.cif,Zn4Si(SO)2,-3.3567,1.61,Solar / Visible,Semiconductor,Ccc2,37,18
KCd4Ga(SnO2)2_id402_Final_E-3.35.cif,KCd4Ga(SnO2)2,-3.3533,0.401,IR / Narrow-Gap,Semiconductor,P2,3,24
LiTe2_id3988_Final_E-3.35.cif,LiTe2,-3.3512,0.177,IR / Narrow-Gap,Semiconductor,P4/m,83,12
ZnSe2_id1470_Final_E-3.33.cif,ZnSe2,-3.3285,1.115,Solar / Visible,Semiconductor,Pccn,56,12
NaSbTe_id889_Final_E-3.31.cif,NaSbTe,-3.3086,0.187,IR / Narrow-Gap,Semiconductor,P3_221,154,18
MgTe4_id2378_Final_E-3.31.cif,MgTe4,-3.3086,1.214,Solar / Visible,Semiconductor,Pccm,49,10
In2(SeS)3_id4638_Final_E-3.31.cif,In2(SeS)3,-3.3073,1.651,Solar / Visible,Semiconductor,P6/mmm,191,16
LiGaTe_id4398_Final_E-3.30.cif,LiGaTe,-3.296,0.987,IR / Narrow-Gap,Semiconductor,P6_3/mmc,194,6
GeTeAsSeS4_id4021_Final_E-3.29.cif,GeTeAsSeS4,-3.2854,0.108,IR / Narrow-Gap,Semiconductor,I-4m2,119,16
Li3ZnAsP2_id1075_Final_E-3.28.cif,Li3ZnAsP2,-3.2829,0.162,IR / Narrow-Gap,Semiconductor,Pccm,49,14
CdS_id1113_Final_E-3.26.cif,CdS,-3.2606,0.258,IR / Narrow-Gap,Semiconductor,P4_2/ncm,138,8
Li8Te4As_id3389_Final_E-3.26.cif,Li8Te4As,-3.2557,0.114,IR / Narrow-Gap,Semiconductor,Ccc2,37,52
Mg2P_id2656_Final_E-3.25.cif,Mg2P,-3.2539,1.47,Solar / Visible,Semiconductor,I4_1/acd,142,48
KNa6SnAs7_id987_Final_E-3.24.cif,KNa6SnAs7,-3.238,0.805,IR / Narrow-Gap,Semiconductor,P312,149,15
Ca2Sn_id699_Final_E-3.23.cif,Ca2Sn,-3.2271,0.072,IR / Narrow-Gap,Semiconductor,P4/mmm,123,12
KNa2AlZn2AsS2_id3787_Final_E-3.22.cif,KNa2AlZn2AsS2,-3.2249,1.391,Solar / Visible,Semiconductor,Cm,8,18
LiZnS_id668_Final_E-3.22.cif,LiZnS,-3.2205,2.173,Solar / Visible,Semiconductor,P4_2/ncm,138,12
K3(Se3S)2_id225_Final_E-3.22.cif,K3(Se3S)2,-3.2183,1.463,Solar / Visible,Semiconductor,P6/mmm,191,11
Al3CdTe3_id592_Final_E-3.21.cif,Al3CdTe3,-3.2097,1.182,Solar / Visible,Semiconductor,Pm-3n,223,14
In3Ga2O_id2184_Final_E-3.21.cif,In3Ga2O,-3.2055,0.215,IR / Narrow-Gap,Semiconductor,Pn-3m,224,12
O2_id4174_Final_E-3.20.cif,O2,-3.1989,0.448,IR / Narrow-Gap,Semiconductor,Pm-3n,223,24
K2GeAs_id3016_Final_E-3.19.cif,K2GeAs,-3.187,1.076,Solar / Visible,Semiconductor,P1,1,16
Te_id1835_Final_E-3.18.cif,Te,-3.1829,0.759,IR / Narrow-Gap,Semiconductor,Pbca,61,8
Te_id4765_Final_E-3.16.cif,Te,-3.1603,1.268,Solar / Visible,Semiconductor,P4/m,83,8
Li2CaZnTe2_id2229_Final_E-3.15.cif,Li2CaZnTe2,-3.1478,0.977,IR / Narrow-Gap,Semiconductor,P-3m1,164,6
Te_id3219_Final_E-3.14.cif,Te,-3.1448,0.119,IR / Narrow-Gap,Semiconductor,Pccn,56,12
Te_id3937_Final_E-3.14.cif,Te,-3.1447,0.069,IR / Narrow-Gap,Semiconductor,P2_12_12_1,19,32
Te_id2358_Final_E-3.14.cif,Te,-3.1436,0.478,IR / Narrow-Gap,Semiconductor,P6/mmm,191,18
K4Ba3Na4Sr2ZnO4_id2349_Final_E-3.14.cif,K4Ba3Na4Sr2ZnO4,-3.1408,0.103,IR / Narrow-Gap,Semiconductor,P2_1/c,14,36
Li(InTe)3_id3997_Final_E-3.14.cif,Li(InTe)3,-3.1381,0.063,IR / Narrow-Gap,Semiconductor,Pm-3n,223,14
K4Na6Si2SbS4_id704_Final_E-3.13.cif,K4Na6Si2SbS4,-3.1283,2.881,Wide-Gap Power/LED,Semiconductor,I222,23,34
SeS9_id4257_Final_E-3.11.cif,SeS9,-3.1146,0.437,IR / Narrow-Gap,Semiconductor,Pm-3m,221,10
Na3Mg3SbTe4_id531_Final_E-3.11.cif,Na3Mg3SbTe4,-3.1131,1.824,Solar / Visible,Semiconductor,P-43m,215,11
Na6Sn2Ge2AsSe_id1292_Final_E-3.11.cif,Na6Sn2Ge2AsSe,-3.1077,0.675,IR / Narrow-Gap,Semiconductor,P1,1,12
Li6CdTe4_id4004_Final_E-3.09.cif,Li6CdTe4,-3.0929,0.062,IR / Narrow-Gap,Semiconductor,Im-3m,229,22
KNa2O_id2217_Final_E-3.07.cif,KNa2O,-3.0735,1.372,Solar / Visible,Semiconductor,P-4m2,115,16
AlZn2GaAs2_id656_Final_E-3.07.cif,AlZn2GaAs2,-3.0684,0.129,IR / Narrow-Gap,Semiconductor,Ama2,40,12
K5(LiTe2)2_id3477_Final_E-3.06.cif,K5(LiTe2)2,-3.0594,1.728,Solar / Visible,Semiconductor,I222,23,22
K3GaO_id861_Final_E-3.06.cif,K3GaO,-3.056,0.3,IR / Narrow-Gap,Semiconductor,Cc,9,20
Mg(ZnTe2)2_id4778_Final_E-3.05.cif,Mg(ZnTe2)2,-3.0472,1.262,Solar / Visible,Semiconductor,P-42m,111,7
KLi2SiSbAs_id4557_Final_E-3.04.cif,KLi2SiSbAs,-3.0442,0.913,IR / Narrow-Gap,Semiconductor,P-4n2,118,12
KBaNaSb2_id844_Final_E-3.04.cif,KBaNaSb2,-3.0411,0.485,IR / Narrow-Gap,Semiconductor,Pcc2,27,20
CdSiTe2_id4106_Final_E-3.01.cif,CdSiTe2,-3.012,0.679,IR / Narrow-Gap,Semiconductor,I4_122,98,16
Na3As2_id2519_Final_E-2.96.cif,Na3As2,-2.9615,0.794,IR / Narrow-Gap,Semiconductor,C2/c,15,20
ZnTe2_id1768_Final_E-2.95.cif,ZnTe2,-2.9525,0.083,IR / Narrow-Gap,Semiconductor,P3_221,154,9
Na5Li2Cd2(TeS)2_id1205_Final_E-2.94.cif,Na5Li2Cd2(TeS)2,-2.9412,1.48,Solar / Visible,Semiconductor,P4_22_12,94,52
CaCdSbTe_id600_Final_E-2.94.cif,CaCdSbTe,-2.9404,0.935,IR / Narrow-Gap,Semiconductor,P4_122,91,16
K2BO_id3426_Final_E-2.92.cif,K2BO,-2.9244,1.125,Solar / Visible,Semiconductor,P6_422,181,12
Li(MgSb)3_id3360_Final_E-2.92.cif,Li(MgSb)3,-2.9224,1.109,Solar / Visible,Semiconductor,Pm-3n,223,14
Na4SbO2_id4213_Final_E-2.92.cif,Na4SbO2,-2.9194,1.963,Solar / Visible,Semiconductor,P4,75,7
K2Na2Si3_id4169_Final_E-2.92.cif,K2Na2Si3,-2.9177,1.019,Solar / Visible,Semiconductor,Cccm,66,28
K3SrTe6_id3216_Final_E-2.91.cif,K3SrTe6,-2.9069,1.323,Solar / Visible,Semiconductor,Fm-3m,225,40
KNaS_id238_Final_E-2.90.cif,KNaS,-2.8962,2.198,Solar / Visible,Semiconductor,C222,21,12
Na3Li10Ca2SnGeTe4(SO)4_id4094_Final_E-2.88.cif,Na3Li10Ca2SnGeTe4(SO)4,-2.8839,1.261,Solar / Visible,Semiconductor,P-4,81,29
CdTe2_id1280_Final_E-2.87.cif,CdTe2,-2.8686,0.1,IR / Narrow-Gap,Semiconductor,Pca2_1,29,12
KBa2NaSn3Sb_id4843_Final_E-2.85.cif,KBa2NaSn3Sb,-2.851,0.41,IR / Narrow-Gap,Semiconductor,P3,143,8
LiMg2As_id105_Final_E-2.84.cif,LiMg2As,-2.8432,1.409,Solar / Visible,Semiconductor,P3_121,152,12
ZnTe_id1747_Final_E-2.84.cif,ZnTe,-2.8378,0.803,IR / Narrow-Gap,Semiconductor,Pca2_1,29,8
K4TeSe2_id3019_Final_E-2.84.cif,K4TeSe2,-2.8362,0.873,IR / Narrow-Gap,Semiconductor,P-42_1m,113,14
BaLi2ZnSi2_id3061_Final_E-2.82.cif,BaLi2ZnSi2,-2.8168,0.587,IR / Narrow-Gap,Semiconductor,P4/mmm,123,24
LiTe_id106_Final_E-2.80.cif,LiTe,-2.7988,0.426,IR / Narrow-Gap,Semiconductor,I4_132,214,16
Li14AlCd4GeAs4_id3931_Final_E-2.77.cif,Li14AlCd4GeAs4,-2.7698,0.213,IR / Narrow-Gap,Semiconductor,C2,5,48
K4NaAs4_id3548_Final_E-2.74.cif,K4NaAs4,-2.7449,0.053,IR / Narrow-Gap,Semiconductor,P3,143,9
Li2ZnSb_id2100_Final_E-2.72.cif,Li2ZnSb,-2.7216,0.161,IR / Narrow-Gap,Semiconductor,Cc,9,32
KNa6Li7(GaO2)3_id3466_Final_E-2.72.cif,KNa6Li7(GaO2)3,-2.7212,0.528,IR / Narrow-Gap,Semiconductor,P-31c,163,46
Ge2TeAsSe2_id860_Final_E-2.69.cif,Ge2TeAsSe2,-2.6925,0.743,IR / Narrow-Gap,Semiconductor,P4/mmm,123,6
K(ZnTe)2_id1444_Final_E-2.68.cif,K(ZnTe)2,-2.6782,0.819,IR / Narrow-Gap,Semiconductor,P1,1,20
KNa2Ge2As_id4807_Final_E-2.67.cif,KNa2Ge2As,-2.6693,0.384,IR / Narrow-Gap,Semiconductor,P-4n2,118,12
K2P_id1175_Final_E-2.66.cif,K2P,-2.6617,0.092,IR / Narrow-Gap,Semiconductor,Pa-3,205,12
Na2As_id4993_Final_E-2.66.cif,Na2As,-2.6569,0.128,IR / Narrow-Gap,Semiconductor,Pa-3,205,12
Na4LiO_id3211_Final_E-2.64.cif,Na4LiO,-2.641,0.075,IR / Narrow-Gap,Semiconductor,C2/c,15,48
K11GaPO2_id2428_Final_E-2.60.cif,K11GaPO2,-2.5982,0.549,IR / Narrow-Gap,Semiconductor,P1,1,15
Na7Li2GeSe2_id2313_Final_E-2.59.cif,Na7Li2GeSe2,-2.5905,0.952,IR / Narrow-Gap,Semiconductor,P2,3,24
MgZnSe_id3492_Final_E-2.58.cif,MgZnSe,-2.5787,1.683,Solar / Visible,Semiconductor,Aea2,41,24
K4NaZn3O3_id3342_Final_E-2.52.cif,K4NaZn3O3,-2.5175,1.065,Solar / Visible,Semiconductor,Pm-3n,223,22
KSn_id4591_Final_E-2.50.cif,KSn,-2.502,0.446,IR / Narrow-Gap,Semiconductor,P3m1,156,4
Na6SbAs_id1152_Final_E-2.49.cif,Na6SbAs,-2.4917,0.346,IR / Narrow-Gap,Semiconductor,R-3,148,24
KZn7O3_id609_Final_E-2.48.cif,KZn7O3,-2.4787,0.355,IR / Narrow-Gap,Semiconductor,Pm-3n,223,22
Cd2In3O_id116_Final_E-2.45.cif,Cd2In3O,-2.445,0.225,IR / Narrow-Gap,Semiconductor,Pn-3m,224,12
KCdSb_id3054_Final_E-2.44.cif,KCdSb,-2.4438,0.281,IR / Narrow-Gap,Semiconductor,Pmmm,47,6
Li3Cd7O2_id1077_Final_E-2.44.cif,Li3Cd7O2,-2.4417,0.15,IR / Narrow-Gap,Semiconductor,C2,5,24
KLiGe_id968_Final_E-2.44.cif,KLiGe,-2.4396,0.52,IR / Narrow-Gap,Semiconductor,P6_1,169,18
K9CaIn6GaSbSe6_id773_Final_E-2.43.cif,K9CaIn6GaSbSe6,-2.4326,0.665,IR / Narrow-Gap,Semiconductor,P-31c,163,48
NaMgIn6_id1603_Final_E-2.43.cif,NaMgIn6,-2.4254,0.261,IR / Narrow-Gap,Semiconductor,P-31c,163,16
K3Na4In7Ga9_id2803_Final_E-2.42.cif,K3Na4In7Ga9,-2.4176,0.319,IR / Narrow-Gap,Semiconductor,P1,1,23
Te_id3575_Final_E-2.41.cif,Te,-2.405,0.583,IR / Narrow-Gap,Semiconductor,P6_3/m,176,8
K2Ba2NaSr(CdAs)2_id138_Final_E-2.39.cif,K2Ba2NaSr(CdAs)2,-2.3893,0.156,IR / Narrow-Gap,Semiconductor,Pm,6,10
Li2Si2Ge2As_id2730_Final_E-2.38.cif,Li2Si2Ge2As,-2.3803,1.065,Solar / Visible,Semiconductor,P-4n2,118,14
